"","City","Type","OS_reference","Points.Distance"
"359","Bristol","bus_stop","32998340",5.77502000494174
"360","Bristol","bus_stop","34141574",13.4752787789788
"361","Bristol","bus_stop","34141584",5.76745520436381
"362","Bristol","bus_stop","123521225",66.0660246730986
"363","Bristol","bus_stop","131216680",40.6006029668376
"364","Bristol","bus_stop","54307366",9.16855600716042
"365","Bristol","bus_stop","108548299",70.7937475040942
"366","Bristol","bus_stop","21795512",5.7514154544656
"367","Bristol","bus_stop","21795530",5.74942392899177
"368","Bristol","bus_stop","21795032",1.17400299689084
"369","Bristol","bus_stop","21795248",5.76768160785363
"370","Bristol","bus_stop","21795282",5.76098772853733
"371","Bristol","bus_stop","21795340",5.76293173824106
"372","Bristol","bus_stop","21796066",10.5704268832169
"373","Bristol","bus_stop","21796049",8.05075756355306
"374","Bristol","bus_stop","21796082",5.77128294044691
"375","Bristol","bus_stop","21796138",59.2033105685214
"376","Bristol","bus_stop","21796211",5.79994051607049
"377","Bristol","bus_stop","21796250",15.728741749071
"378","Bristol","bus_stop","21796297",20.9532173516652
"379","Bristol","bus_stop","21796398",15.2529516764182
"380","Bristol","bus_stop","21796418",14.7523928322693
"381","Bristol","bus_stop","21796190",27.0278459629259
"382","Bristol","bus_stop","21795660",5.80562345540779
"383","Bristol","bus_stop","21795565",5.76902804921874
"384","Bristol","bus_stop","21795760",4.84016079848691
"385","Bristol","bus_stop","21795776",10.2467929637549
"386","Bristol","bus_stop","21795981",5.79261310869237
"387","Bristol","bus_stop","21796019",5.79651952576851
"388","Bristol","bus_stop","21796718",5.79645809195122
"389","Bristol","bus_stop","21796464",16.672587503343
"390","Bristol","bus_stop","21796494",5.81359630385477
"391","Bristol","bus_stop","21796506",9.56603413746305
"392","Bristol","bus_stop","21796511",5.8106220452608
"393","Bristol","bus_stop","21796628",5.2721838755408
"394","Bristol","bus_stop","21796634",14.1316889793411
"395","Bristol","bus_stop","21796649",5.77249272436429
"396","Bristol","bus_stop","21796659",5.79083375553136
"397","Bristol","bus_stop","21795968",43.0445565938098
"398","Bristol","bus_stop","21795353",5.77156691924462
"399","Bristol","bus_stop","21795416",5.74687617265925
"400","Bristol","bus_stop","21795452",5.76629728730393
"401","Bristol","bus_stop","21795472",5.75611819201968
"402","Bristol","bus_stop","21795567",5.77268990862715
"403","Bristol","bus_stop","21795580",6.74420556876427
"404","Bristol","bus_stop","21795090",5.78556157561342
"405","Bristol","bus_stop","21795158",159.495885573644
"406","Bristol","bus_stop","21795265",5.7416440918123
"407","Bristol","bus_stop","21795316",5.75369374831531
"408","Bristol","bus_stop","21795342",5.763391904647
"409","Bristol","bus_stop","21795790",4.83378276076862
"410","Bristol","bus_stop","21796191",13.5111076877984
"411","Bristol","bus_stop","21796199",14.2250967474848
"412","Bristol","bus_stop","21796264",5.82154638358311
"413","Bristol","bus_stop","21796268",5.80714961028746
"414","Bristol","bus_stop","21796289",77.0581132994307
"415","Bristol","bus_stop","21796426",11.9608615299745
"416","Bristol","bus_stop","21795620",5.79422397538799
"417","Bristol","bus_stop","21795624",5.79402608059781
"418","Bristol","bus_stop","21795640",5.79659807430288
"419","Bristol","bus_stop","21795668",1.51665783188155
"420","Bristol","bus_stop","21795724",5.80279321895426
"421","Bristol","bus_stop","21795778",5.80753167846862
"422","Bristol","bus_stop","21795807",11.7553246457435
"423","Bristol","bus_stop","21796015",337.45730408216
"424","Bristol","bus_stop","21796501",9.77370137166379
"425","Bristol","bus_stop","21796504",12.8902357988341
"426","Bristol","bus_stop","21796584",5.80679319157384
"427","Bristol","bus_stop","21796601",6.93525047634958
"428","Bristol","bus_stop","21796626",5.79528006113954
"429","Bristol","bus_stop","21796664",5.76463716387554
"430","Bristol","bus_stop","21795393",5.76558519694559
"431","Bristol","bus_stop","21795408",5.74022677895286
"432","Bristol","bus_stop","21795488",5.7644146649979
"433","Bristol","bus_stop","21795508",5.74940401250506
"434","Bristol","bus_stop","21795550",5.75923955045879
"435","Bristol","bus_stop","21795591",5.78491570287537
"436","Bristol","bus_stop","21795131",13.8533836967228
"437","Bristol","bus_stop","21795169",5.76596609922258
"438","Bristol","bus_stop","21795171",47.2645217102431
"439","Bristol","bus_stop","21795185",5.75307690522147
"440","Bristol","bus_stop","21795190",5.76059578345325
"441","Bristol","bus_stop","21795211",11.2402931295682
"442","Bristol","bus_stop","21796046",8.82681220681998
"443","Bristol","bus_stop","21796234",5.79811451228321
"444","Bristol","bus_stop","21796277",5.87116960138547
"445","Bristol","bus_stop","21796354",11.7663209763034
"446","Bristol","bus_stop","21796414",17.1221154950185
"447","Bristol","bus_stop","21796181",36.480379524762
"448","Bristol","bus_stop","21796025",5.79661798525386
"449","Bristol","bus_stop","21796703",5.7726080852926
"450","Bristol","bus_stop","21796471",19.6594127689117
"451","Bristol","bus_stop","21796531",16.2164614865514
"452","Bristol","bus_stop","21796636",5.80682683732545
"453","Bristol","bus_stop","21796258",29.8054872874368
"454","Bristol","bus_stop","21796301",58.6162571679096
"455","Bristol","bus_stop","21795271",5.73631185128044
"456","Bristol","bus_stop","21795369",5.78782848663326
"457","Bristol","bus_stop","21795425",112.742903472324
"458","Bristol","bus_stop","21795510",5.75537549318517
"459","Bristol","bus_stop","21795184",45.4546179208824
"460","Bristol","bus_stop","21795290",5.74503523141987
"461","Bristol","bus_stop","21795301",5.74507903811099
"462","Bristol","bus_stop","21795781",5.63925425040453
"463","Bristol","bus_stop","21796104",338.997643221963
"464","Bristol","bus_stop","21796183",30.284899080342
"465","Bristol","bus_stop","21796184",7.01805529607385
"466","Bristol","bus_stop","21796324",8.12796466870606
"467","Bristol","bus_stop","21796383",5.73545335877913
"468","Bristol","bus_stop","21795708",4.84222537523631
"469","Bristol","bus_stop","21795696",4.85351845264434
"470","Bristol","bus_stop","21795717",3.96734709107561
"471","Bristol","bus_stop","21795745",5.47126344081895
"472","Bristol","bus_stop","21795814",8.59665568101792
"473","Bristol","bus_stop","21795939",5.76587580613701
"474","Bristol","bus_stop","21796010",5.79837447078493
"475","Bristol","bus_stop","21796014",424.550828649761
"476","Bristol","bus_stop","21796715",57.2921137290706
"477","Bristol","bus_stop","21796570",14.7941684154147
"478","Bristol","bus_stop","21796573",34.44836225551
"479","Bristol","bus_stop","21796600",34.5840152507593
"480","Bristol","bus_stop","21796611",5.79705394287371
