"","X.version","X.timestamp","city"
"6350",1,2738,"Manchester"
"6351",1,2738,"Manchester"
"6352",1,2738,"Manchester"
"6353",1,2738,"Manchester"
"6354",1,2738,"Manchester"
"6355",1,2738,"Manchester"
"6356",1,2738,"Manchester"
"6357",1,2738,"Manchester"
"6358",1,2738,"Manchester"
"6359",1,2738,"Manchester"
"6360",1,2738,"Manchester"
"6361",1,2738,"Manchester"
"6362",1,2738,"Manchester"
"6363",1,2738,"Manchester"
"6364",1,2738,"Manchester"
"6365",1,2738,"Manchester"
"6366",1,2738,"Manchester"
"6367",1,2738,"Manchester"
"6368",1,2738,"Manchester"
"6369",1,2738,"Manchester"
"6370",1,2738,"Manchester"
"6371",1,2738,"Manchester"
"6372",1,2738,"Manchester"
"6373",1,2738,"Manchester"
"6374",1,2738,"Manchester"
"6375",1,2738,"Manchester"
"6376",1,2738,"Manchester"
"6377",1,2738,"Manchester"
"6378",1,2738,"Manchester"
"6379",1,2738,"Manchester"
"6380",1,2738,"Manchester"
"6381",1,2738,"Manchester"
"6382",1,2738,"Manchester"
"6383",1,2738,"Manchester"
"6384",1,2738,"Manchester"
"6385",1,2738,"Manchester"
"6386",1,2738,"Manchester"
"6387",1,2738,"Manchester"
"6388",1,2738,"Manchester"
"6389",1,2738,"Manchester"
"6390",1,2738,"Manchester"
"6391",1,2738,"Manchester"
"6392",1,2738,"Manchester"
"6393",1,2738,"Manchester"
"6394",1,2738,"Manchester"
"6395",1,2738,"Manchester"
"6396",1,2738,"Manchester"
"6397",1,2738,"Manchester"
"6398",1,2738,"Manchester"
"6399",1,2738,"Manchester"
"6400",1,2738,"Manchester"
"6401",1,2738,"Manchester"
"6402",1,2738,"Manchester"
"6403",1,2738,"Manchester"
"6404",1,2738,"Manchester"
"6405",1,2738,"Manchester"
"6406",1,2738,"Manchester"
"6407",1,2738,"Manchester"
"6408",1,2738,"Manchester"
"6409",1,2738,"Manchester"
"6410",1,2738,"Manchester"
"6411",1,2738,"Manchester"
"6412",2,601,"Manchester"
"6413",2,601,"Manchester"
"6414",2,601,"Manchester"
"6415",3,601,"Manchester"
"6416",2,601,"Manchester"
"6417",2,601,"Manchester"
"6418",2,601,"Manchester"
"6419",2,601,"Manchester"
"6420",1,2738,"Manchester"
"6421",1,2738,"Manchester"
"6422",1,2738,"Manchester"
"6423",1,2738,"Manchester"
"6424",1,2738,"Manchester"
"6425",2,977,"Manchester"
"6426",1,2738,"Manchester"
"6427",1,2738,"Manchester"
"6428",1,2738,"Manchester"
"6429",1,2738,"Manchester"
"6430",1,2738,"Manchester"
"6431",1,2738,"Manchester"
"6432",1,2738,"Manchester"
"6433",1,2738,"Manchester"
"6434",1,2738,"Manchester"
"6435",1,2738,"Manchester"
"6436",1,2738,"Manchester"
"6437",1,2738,"Manchester"
"6438",1,2738,"Manchester"
"6439",1,2738,"Manchester"
"6440",1,2738,"Manchester"
"6441",1,2738,"Manchester"
"6442",1,2738,"Manchester"
"6443",1,2738,"Manchester"
"6444",1,2738,"Manchester"
"6445",1,2738,"Manchester"
"6446",1,2738,"Manchester"
"6447",1,2738,"Manchester"
"6448",1,2738,"Manchester"
"6449",1,2738,"Manchester"
"6450",1,2738,"Manchester"
"6451",1,2738,"Manchester"
"6452",1,2738,"Manchester"
"6453",1,2738,"Manchester"
"6454",1,2738,"Manchester"
"6455",1,2738,"Manchester"
"6456",1,2738,"Manchester"
"6457",1,2738,"Manchester"
"6458",1,2738,"Manchester"
"6459",1,2738,"Manchester"
"6460",1,2738,"Manchester"
"6461",1,2738,"Manchester"
"6462",1,2738,"Manchester"
"6463",1,2738,"Manchester"
"6464",1,2738,"Manchester"
"6465",1,2738,"Manchester"
"6466",1,2738,"Manchester"
"6467",1,2738,"Manchester"
"6468",1,2738,"Manchester"
"6469",1,2738,"Manchester"
"6470",1,2738,"Manchester"
"6471",1,2738,"Manchester"
"6472",1,2738,"Manchester"
"6473",1,2738,"Manchester"
"6474",1,2738,"Manchester"
"6475",1,2738,"Manchester"
"6476",1,2738,"Manchester"
"6477",1,2738,"Manchester"
"6478",1,2738,"Manchester"
"6479",1,2738,"Manchester"
"6480",1,2738,"Manchester"
"6481",2,2562,"Manchester"
"6482",1,2738,"Manchester"
"6483",1,2738,"Manchester"
"6484",1,2738,"Manchester"
"6485",1,2738,"Manchester"
"6486",1,2738,"Manchester"
"6487",1,2738,"Manchester"
"6488",1,2738,"Manchester"
"6489",1,2738,"Manchester"
"6490",1,2738,"Manchester"
"6491",1,2738,"Manchester"
"6492",1,2738,"Manchester"
"6493",1,2738,"Manchester"
"6494",1,2738,"Manchester"
"6495",1,2738,"Manchester"
"6496",1,2738,"Manchester"
"6497",2,2562,"Manchester"
"6498",1,2738,"Manchester"
"6499",2,2562,"Manchester"
"6500",1,2738,"Manchester"
"6501",1,2738,"Manchester"
"6502",1,2738,"Manchester"
"6503",1,2738,"Manchester"
"6504",1,2738,"Manchester"
"6505",1,2738,"Manchester"
"6506",1,2738,"Manchester"
"6507",1,2738,"Manchester"
"6508",1,2738,"Manchester"
"6509",1,2738,"Manchester"
"6510",1,2738,"Manchester"
"6511",1,2738,"Manchester"
"6512",1,2738,"Manchester"
"6513",1,2738,"Manchester"
"6514",1,2738,"Manchester"
"6515",1,2738,"Manchester"
"6516",1,2738,"Manchester"
"6517",1,2738,"Manchester"
"6518",1,2738,"Manchester"
"6519",1,2738,"Manchester"
"6520",1,2738,"Manchester"
"6521",1,2738,"Manchester"
"6522",1,2738,"Manchester"
"6523",1,2738,"Manchester"
"6524",1,2738,"Manchester"
"6525",2,2158,"Manchester"
"6526",1,2738,"Manchester"
"6527",1,2738,"Manchester"
"6528",1,2738,"Manchester"
"6529",1,2738,"Manchester"
"6530",1,2738,"Manchester"
"6531",1,2738,"Manchester"
"6532",1,2738,"Manchester"
"6533",1,2738,"Manchester"
"6534",1,2738,"Manchester"
"6535",1,2738,"Manchester"
"6536",1,2738,"Manchester"
"6537",1,2738,"Manchester"
"6538",1,2738,"Manchester"
"6539",1,2738,"Manchester"
"6540",1,2738,"Manchester"
"6541",1,2738,"Manchester"
"6542",1,2738,"Manchester"
"6543",1,2738,"Manchester"
"6544",1,2738,"Manchester"
"6545",1,2738,"Manchester"
"6546",1,2738,"Manchester"
"6547",1,2738,"Manchester"
"6548",1,2738,"Manchester"
"6549",1,2738,"Manchester"
"6550",1,2738,"Manchester"
"6551",1,2738,"Manchester"
"6552",1,2738,"Manchester"
"6553",1,2738,"Manchester"
"6554",1,2738,"Manchester"
"6555",1,2738,"Manchester"
"6556",1,2738,"Manchester"
"6557",1,2738,"Manchester"
"6558",1,2738,"Manchester"
"6559",1,2738,"Manchester"
"6560",1,2738,"Manchester"
"6561",1,2738,"Manchester"
"6562",1,2738,"Manchester"
"6563",1,2738,"Manchester"
"6564",1,2738,"Manchester"
"6565",1,2738,"Manchester"
"6566",1,2738,"Manchester"
"6567",1,2738,"Manchester"
"6568",1,2738,"Manchester"
"6569",1,2738,"Manchester"
"6570",1,2738,"Manchester"
"6571",1,2738,"Manchester"
"6572",1,2738,"Manchester"
"6573",2,2374,"Manchester"
"6574",1,2738,"Manchester"
"6575",1,2738,"Manchester"
"6576",1,2738,"Manchester"
"6577",1,2738,"Manchester"
"6578",1,2738,"Manchester"
"6579",4,2400,"Manchester"
"6580",1,2738,"Manchester"
"6581",1,2738,"Manchester"
"6582",1,2738,"Manchester"
"6583",1,2738,"Manchester"
"6584",1,2738,"Manchester"
"6585",1,2738,"Manchester"
"6586",1,2738,"Manchester"
"6587",1,2738,"Manchester"
"6588",1,2738,"Manchester"
"6589",1,2738,"Manchester"
"6590",1,2738,"Manchester"
"6591",1,2738,"Manchester"
"6592",1,2738,"Manchester"
"6593",1,2738,"Manchester"
"6594",1,2738,"Manchester"
"6595",1,2738,"Manchester"
"6596",1,2738,"Manchester"
"6597",2,2618,"Manchester"
"6598",2,1377,"Manchester"
"6599",3,1377,"Manchester"
"6600",3,1377,"Manchester"
"6601",2,1377,"Manchester"
"6602",3,1377,"Manchester"
"6603",2,1377,"Manchester"
"6604",2,2515,"Manchester"
"6605",2,2515,"Manchester"
"6606",2,2515,"Manchester"
"6607",2,2515,"Manchester"
"6608",2,2515,"Manchester"
"6609",2,2515,"Manchester"
"6610",2,2515,"Manchester"
"6611",2,2515,"Manchester"
"6612",2,2515,"Manchester"
"6613",2,2515,"Manchester"
"6614",2,2515,"Manchester"
"6615",2,2515,"Manchester"
"6616",1,2738,"Manchester"
"6617",2,1598,"Manchester"
"6618",2,1598,"Manchester"
"6619",2,1598,"Manchester"
"6620",1,2738,"Manchester"
"6621",2,1455,"Manchester"
"6622",2,2386,"Manchester"
"6623",2,1455,"Manchester"
"6624",1,2738,"Manchester"
"6625",1,2738,"Manchester"
"6626",1,2738,"Manchester"
"6627",1,2738,"Manchester"
"6628",1,2738,"Manchester"
"6629",1,2738,"Manchester"
"6630",1,2738,"Manchester"
"6631",1,2738,"Manchester"
"6632",1,2738,"Manchester"
"6633",1,2738,"Manchester"
"6634",1,2738,"Manchester"
"6635",1,2738,"Manchester"
"6636",1,2738,"Manchester"
"6637",1,2738,"Manchester"
"6638",1,2738,"Manchester"
"6639",1,2738,"Manchester"
"6640",1,2738,"Manchester"
"6641",1,2738,"Manchester"
"6642",1,2738,"Manchester"
"6643",1,2738,"Manchester"
"6644",1,2738,"Manchester"
"6645",1,2738,"Manchester"
"6646",1,2738,"Manchester"
"6647",1,2738,"Manchester"
"6648",1,2738,"Manchester"
"6649",1,2738,"Manchester"
"6650",1,2738,"Manchester"
"6651",1,2738,"Manchester"
"6652",1,2738,"Manchester"
"6653",1,2738,"Manchester"
"6654",1,2738,"Manchester"
"6655",2,2167,"Manchester"
"6656",1,2738,"Manchester"
"6657",1,2738,"Manchester"
"6658",1,2738,"Manchester"
"6659",1,2738,"Manchester"
"6660",1,2738,"Manchester"
"6661",1,2738,"Manchester"
"6662",1,2738,"Manchester"
"6663",1,2738,"Manchester"
"6664",1,2738,"Manchester"
"6665",1,2738,"Manchester"
"6666",1,2738,"Manchester"
"6667",1,2738,"Manchester"
"6668",1,2738,"Manchester"
"6669",1,2738,"Manchester"
"6670",1,2738,"Manchester"
"6671",1,2738,"Manchester"
"6672",1,2738,"Manchester"
"6673",1,2738,"Manchester"
"6674",1,2738,"Manchester"
"6675",1,2738,"Manchester"
"6676",1,2738,"Manchester"
"6677",1,2738,"Manchester"
"6678",1,2738,"Manchester"
"6679",1,2738,"Manchester"
"6680",1,2738,"Manchester"
"6681",1,2738,"Manchester"
"6682",1,2738,"Manchester"
"6683",1,2738,"Manchester"
"6684",1,2738,"Manchester"
"6685",1,2738,"Manchester"
"6686",1,2738,"Manchester"
"6687",3,956,"Manchester"
"6688",3,956,"Manchester"
"6689",1,2738,"Manchester"
"6690",3,1267,"Manchester"
"6691",1,2738,"Manchester"
"6692",1,2738,"Manchester"
"6693",2,275,"Manchester"
"6694",1,2738,"Manchester"
"6695",1,2738,"Manchester"
"6696",1,2738,"Manchester"
"6697",1,2738,"Manchester"
"6698",1,2738,"Manchester"
"6699",1,2738,"Manchester"
"6700",1,2738,"Manchester"
"6701",1,2738,"Manchester"
"6702",1,2738,"Manchester"
"6703",1,2738,"Manchester"
"6704",1,2738,"Manchester"
"6705",1,2738,"Manchester"
"6706",1,2738,"Manchester"
"6707",1,2738,"Manchester"
"6708",1,2738,"Manchester"
"6709",1,2738,"Manchester"
"6710",1,2738,"Manchester"
"6711",1,2738,"Manchester"
"6712",4,1900,"Manchester"
"6713",1,2738,"Manchester"
"6714",1,2738,"Manchester"
"6715",1,2738,"Manchester"
"6716",1,2738,"Manchester"
"6717",1,2738,"Manchester"
"6718",1,2738,"Manchester"
"6719",1,2738,"Manchester"
"6720",1,2738,"Manchester"
"6721",1,2738,"Manchester"
"6722",1,2738,"Manchester"
"6723",1,2738,"Manchester"
"6724",1,2738,"Manchester"
"6725",1,2738,"Manchester"
"6726",1,2738,"Manchester"
"6727",1,2738,"Manchester"
"6728",1,2738,"Manchester"
"6729",1,2738,"Manchester"
"6730",1,2738,"Manchester"
"6731",1,2738,"Manchester"
"6732",1,2738,"Manchester"
"6733",1,2738,"Manchester"
"6734",1,2738,"Manchester"
"6735",1,2738,"Manchester"
"6736",1,2738,"Manchester"
"6737",1,2738,"Manchester"
"6738",1,2738,"Manchester"
"6739",1,2738,"Manchester"
"6740",1,2738,"Manchester"
"6741",1,2738,"Manchester"
"6742",1,2738,"Manchester"
"6743",1,2738,"Manchester"
"6744",1,2738,"Manchester"
"6745",1,2738,"Manchester"
"6746",1,2738,"Manchester"
"6747",1,2738,"Manchester"
"6748",1,2738,"Manchester"
"6749",1,2738,"Manchester"
"6750",1,2738,"Manchester"
"6751",1,2738,"Manchester"
"6752",1,2738,"Manchester"
"6753",1,2738,"Manchester"
"6754",1,2738,"Manchester"
"6755",1,2738,"Manchester"
"6756",1,2738,"Manchester"
"6757",1,2738,"Manchester"
"6758",1,2738,"Manchester"
"6759",1,2738,"Manchester"
"6760",1,2738,"Manchester"
"6761",1,2738,"Manchester"
"6762",1,2738,"Manchester"
"6763",1,2738,"Manchester"
"6764",1,2738,"Manchester"
"6765",1,2738,"Manchester"
"6766",1,2738,"Manchester"
"6767",1,2738,"Manchester"
"6768",1,2738,"Manchester"
"6769",1,2738,"Manchester"
"6770",1,2738,"Manchester"
"6771",1,2738,"Manchester"
"6772",1,2738,"Manchester"
"6773",1,2738,"Manchester"
"6774",1,2738,"Manchester"
"6775",1,2738,"Manchester"
"6776",1,2738,"Manchester"
"6777",1,2738,"Manchester"
"6778",1,2738,"Manchester"
"6779",1,2738,"Manchester"
"6780",1,2738,"Manchester"
"6781",1,2738,"Manchester"
"6782",2,674,"Manchester"
"6783",1,2738,"Manchester"
"6784",1,2738,"Manchester"
"6785",1,2738,"Manchester"
"6786",1,2738,"Manchester"
"6787",1,2738,"Manchester"
"6788",1,2738,"Manchester"
"6789",1,2738,"Manchester"
"6790",1,2738,"Manchester"
"6791",1,2738,"Manchester"
"6792",1,2738,"Manchester"
"6793",1,2738,"Manchester"
"6794",1,2738,"Manchester"
"6795",1,2738,"Manchester"
"6796",1,2738,"Manchester"
"6797",1,2738,"Manchester"
"6798",1,2738,"Manchester"
"6799",1,2738,"Manchester"
"6800",1,2738,"Manchester"
"6801",1,2738,"Manchester"
"6802",1,2738,"Manchester"
"6803",1,2738,"Manchester"
"6804",1,2738,"Manchester"
"6805",1,2738,"Manchester"
"6806",1,2738,"Manchester"
"6807",1,2738,"Manchester"
"6808",1,2738,"Manchester"
"6809",1,2738,"Manchester"
"6810",1,2738,"Manchester"
"6811",1,2738,"Manchester"
"6812",1,2738,"Manchester"
"6813",1,2738,"Manchester"
"6814",2,674,"Manchester"
"6815",1,2738,"Manchester"
"6816",1,2738,"Manchester"
"6817",1,2738,"Manchester"
"6818",1,2738,"Manchester"
"6819",1,2738,"Manchester"
"6820",1,2738,"Manchester"
"6821",1,2738,"Manchester"
"6822",1,2738,"Manchester"
"6823",1,2738,"Manchester"
"6824",4,2026,"Manchester"
"6825",2,264,"Manchester"
"6826",1,2738,"Manchester"
"6827",1,2738,"Manchester"
"6828",1,2738,"Manchester"
"6829",1,2738,"Manchester"
"6830",1,2738,"Manchester"
"6831",1,2738,"Manchester"
"6832",1,2738,"Manchester"
"6833",1,2738,"Manchester"
"6834",1,2738,"Manchester"
"6835",2,1568,"Manchester"
"6836",2,1724,"Manchester"
"6837",1,2738,"Manchester"
"6838",1,2738,"Manchester"
"6839",1,2738,"Manchester"
"6840",1,2738,"Manchester"
"6841",1,2738,"Manchester"
"6842",2,1598,"Manchester"
"6843",2,1598,"Manchester"
"6844",2,1598,"Manchester"
"6845",2,1598,"Manchester"
"6846",2,1598,"Manchester"
"6847",2,1598,"Manchester"
"6848",2,1598,"Manchester"
"6849",2,1598,"Manchester"
"6850",2,1248,"Manchester"
"6851",2,1248,"Manchester"
"6852",2,1248,"Manchester"
"6853",2,1248,"Manchester"
"6854",2,1248,"Manchester"
"6855",2,1248,"Manchester"
"6856",2,1248,"Manchester"
"6857",2,1248,"Manchester"
"6858",2,1248,"Manchester"
"6859",2,1248,"Manchester"
"6860",2,1248,"Manchester"
"6861",2,1248,"Manchester"
"6862",2,1248,"Manchester"
"6863",1,2738,"Manchester"
"6864",1,2738,"Manchester"
"6865",1,2738,"Manchester"
"6866",1,2738,"Manchester"
"6867",1,2738,"Manchester"
"6868",1,2738,"Manchester"
"6869",1,2738,"Manchester"
"6870",2,1724,"Manchester"
"6871",1,2738,"Manchester"
"6872",1,2738,"Manchester"
"6873",1,2738,"Manchester"
"6874",1,2738,"Manchester"
"6875",1,2738,"Manchester"
"6876",1,2738,"Manchester"
"6877",1,2738,"Manchester"
"6878",1,2738,"Manchester"
"6879",1,2738,"Manchester"
"6880",1,2738,"Manchester"
"6881",1,2738,"Manchester"
"6882",1,2738,"Manchester"
"6883",1,2738,"Manchester"
"6884",1,2738,"Manchester"
"6885",1,2738,"Manchester"
"6886",1,2738,"Manchester"
"6887",3,275,"Manchester"
"6888",1,2738,"Manchester"
"6889",4,79,"Manchester"
"6890",3,673,"Manchester"
"6891",1,2738,"Manchester"
"6892",4,275,"Manchester"
"6893",2,1655,"Manchester"
"6894",3,669,"Manchester"
"6895",3,669,"Manchester"
"6896",2,669,"Manchester"
"6897",4,1267,"Manchester"
"6898",1,2738,"Manchester"
"6899",2,669,"Manchester"
"6900",1,2738,"Manchester"
"6901",3,673,"Manchester"
"6902",3,48,"Manchester"
"6903",2,669,"Manchester"
"6904",2,669,"Manchester"
"6905",2,669,"Manchester"
"6906",2,669,"Manchester"
"6907",1,2738,"Manchester"
"6908",3,669,"Manchester"
"6909",3,672,"Manchester"
"6910",2,1655,"Manchester"
"6911",1,2738,"Manchester"
"6912",1,2738,"Manchester"
"6913",6,79,"Manchester"
"6914",2,1655,"Manchester"
"6915",1,2738,"Manchester"
"6916",2,1655,"Manchester"
"6917",1,2738,"Manchester"
"6918",1,2738,"Manchester"
"6919",1,2738,"Manchester"
"6920",1,2738,"Manchester"
"6921",1,2738,"Manchester"
"6922",1,2738,"Manchester"
"6923",1,2738,"Manchester"
"6924",1,2738,"Manchester"
"6925",1,2738,"Manchester"
"6926",1,2738,"Manchester"
"6927",1,2738,"Manchester"
"6928",1,2738,"Manchester"
"6929",1,2738,"Manchester"
"6930",1,2738,"Manchester"
"6931",1,2738,"Manchester"
"6932",1,2738,"Manchester"
"6933",1,2738,"Manchester"
"6934",1,2738,"Manchester"
"6935",1,2738,"Manchester"
"6936",1,2738,"Manchester"
"6937",1,2738,"Manchester"
"6938",1,2738,"Manchester"
"6939",1,2738,"Manchester"
"6940",1,2738,"Manchester"
"6941",1,2738,"Manchester"
"6942",1,2738,"Manchester"
"6943",1,2738,"Manchester"
"6944",1,2738,"Manchester"
"6945",1,2738,"Manchester"
"6946",1,2738,"Manchester"
"6947",1,2738,"Manchester"
"6948",1,2738,"Manchester"
"6949",1,2738,"Manchester"
"6950",1,2738,"Manchester"
"6951",1,2738,"Manchester"
"6952",1,2738,"Manchester"
"6953",1,2738,"Manchester"
"6954",1,2738,"Manchester"
"6955",1,2738,"Manchester"
"6956",1,2738,"Manchester"
"6957",1,2738,"Manchester"
"6958",1,2738,"Manchester"
"6959",1,2738,"Manchester"
"6960",1,2738,"Manchester"
"6961",2,1438,"Manchester"
"6962",1,2738,"Manchester"
"6963",1,2738,"Manchester"
"6964",1,2738,"Manchester"
"6965",1,2738,"Manchester"
"6966",1,2738,"Manchester"
"6967",1,2738,"Manchester"
"6968",1,2738,"Manchester"
"6969",1,2738,"Manchester"
"6970",1,2738,"Manchester"
"6971",1,2738,"Manchester"
"6972",1,2738,"Manchester"
"6973",1,2738,"Manchester"
"6974",1,2738,"Manchester"
"6975",1,2738,"Manchester"
"6976",1,2738,"Manchester"
"6977",1,2738,"Manchester"
"6978",1,2738,"Manchester"
"6979",1,2738,"Manchester"
"6980",1,2738,"Manchester"
"6981",1,2738,"Manchester"
"6982",1,2738,"Manchester"
"6983",1,2738,"Manchester"
"6984",1,2738,"Manchester"
"6985",1,2738,"Manchester"
"6986",1,2738,"Manchester"
"6987",1,2738,"Manchester"
"6988",1,2738,"Manchester"
"6989",3,107,"Manchester"
"6990",1,2738,"Manchester"
"6991",1,2738,"Manchester"
"6992",1,2738,"Manchester"
"6993",1,2738,"Manchester"
"6994",1,2738,"Manchester"
"6995",1,2738,"Manchester"
"6996",1,2738,"Manchester"
"6997",1,2738,"Manchester"
"6998",1,2738,"Manchester"
"6999",3,674,"Manchester"
"7000",1,2738,"Manchester"
"7001",3,275,"Manchester"
"7002",1,2738,"Manchester"
"7003",1,2738,"Manchester"
"7004",1,2738,"Manchester"
"7005",2,1655,"Manchester"
"7006",1,2738,"Manchester"
"7007",1,2738,"Manchester"
"7008",1,2738,"Manchester"
"7009",2,2718,"Manchester"
"7010",3,1729,"Manchester"
"7011",1,2738,"Manchester"
"7012",1,2738,"Manchester"
"7013",2,2325,"Manchester"
"7014",2,2325,"Manchester"
"7015",3,2556,"Manchester"
"7016",3,2556,"Manchester"
"7017",3,2523,"Manchester"
"7018",1,2738,"Manchester"
"7019",1,2738,"Manchester"
"7020",1,2738,"Manchester"
"7021",1,2738,"Manchester"
"7022",2,1027,"Manchester"
"7023",1,2738,"Manchester"
"7024",1,2738,"Manchester"
"7025",1,2738,"Manchester"
"7026",1,2738,"Manchester"
"7027",1,2738,"Manchester"
"7028",1,2738,"Manchester"
"7029",1,2738,"Manchester"
"7030",1,2738,"Manchester"
"7031",1,2738,"Manchester"
"7032",1,2738,"Manchester"
"7033",1,2738,"Manchester"
"7034",1,2738,"Manchester"
"7035",2,2618,"Manchester"
"7036",2,2618,"Manchester"
"7037",2,2618,"Manchester"
"7038",2,2618,"Manchester"
"7039",2,2618,"Manchester"
"7040",1,2738,"Manchester"
"7041",1,2738,"Manchester"
"7042",1,2738,"Manchester"
"7043",1,2738,"Manchester"
"7044",1,2738,"Manchester"
"7045",1,2738,"Manchester"
"7046",1,2738,"Manchester"
"7047",1,2738,"Manchester"
"7048",1,2738,"Manchester"
"7049",2,1027,"Manchester"
"7050",1,2738,"Manchester"
"7051",1,2738,"Manchester"
"7052",1,2738,"Manchester"
"7053",1,2738,"Manchester"
"7054",1,2738,"Manchester"
"7055",1,2738,"Manchester"
"7056",1,2738,"Manchester"
"7057",1,2738,"Manchester"
"7058",1,2738,"Manchester"
"7059",1,2738,"Manchester"
"7060",1,2738,"Manchester"
"7061",1,2738,"Manchester"
"7062",1,2738,"Manchester"
"7063",1,2738,"Manchester"
"7064",1,2738,"Manchester"
"7065",1,2738,"Manchester"
"7066",1,2738,"Manchester"
"7067",1,2738,"Manchester"
"7068",1,2738,"Manchester"
"7069",1,2738,"Manchester"
"7070",1,2738,"Manchester"
"7071",1,2738,"Manchester"
"7072",1,2738,"Manchester"
"7073",1,2738,"Manchester"
"7074",1,2738,"Manchester"
"7075",1,2738,"Manchester"
"7076",1,2738,"Manchester"
"7077",2,1324,"Manchester"
"7078",1,2738,"Manchester"
"7079",1,2738,"Manchester"
"7080",1,2738,"Manchester"
"7081",1,2738,"Manchester"
"7082",1,2738,"Manchester"
"7083",1,2738,"Manchester"
"7084",1,2738,"Manchester"
"7085",1,2738,"Manchester"
"7086",1,2738,"Manchester"
"7087",1,2738,"Manchester"
"7088",1,2738,"Manchester"
"7089",1,2738,"Manchester"
"7090",1,2738,"Manchester"
"7091",1,2738,"Manchester"
"7092",1,2738,"Manchester"
"7093",1,2738,"Manchester"
"7094",1,2738,"Manchester"
"7095",1,2738,"Manchester"
"7096",1,2738,"Manchester"
"7097",1,2738,"Manchester"
"7098",1,2738,"Manchester"
"7099",1,2738,"Manchester"
"7100",1,2738,"Manchester"
"7101",1,2738,"Manchester"
"7102",1,2738,"Manchester"
"7103",1,2738,"Manchester"
"7104",1,2738,"Manchester"
"7105",1,2738,"Manchester"
"7106",1,2738,"Manchester"
"7107",1,2738,"Manchester"
"7108",1,2738,"Manchester"
"7109",1,2738,"Manchester"
"7110",1,2738,"Manchester"
"7111",1,2738,"Manchester"
"7112",1,2738,"Manchester"
"7113",1,2738,"Manchester"
"7114",1,2738,"Manchester"
"7115",1,2738,"Manchester"
"7116",1,2738,"Manchester"
"7117",1,2738,"Manchester"
"7118",1,2738,"Manchester"
"7119",1,2738,"Manchester"
"7120",1,2738,"Manchester"
"7121",2,1451,"Manchester"
"7122",1,2738,"Manchester"
"7123",1,2738,"Manchester"
"7124",1,2738,"Manchester"
"7125",1,2738,"Manchester"
"7126",1,2738,"Manchester"
"7127",1,2738,"Manchester"
"7128",1,2738,"Manchester"
"7129",1,2738,"Manchester"
"7130",1,2738,"Manchester"
"7131",1,2738,"Manchester"
"7132",1,2738,"Manchester"
"7133",1,2738,"Manchester"
"7134",1,2738,"Manchester"
"7135",1,2738,"Manchester"
"7136",1,2738,"Manchester"
"7137",1,2738,"Manchester"
"7138",1,2738,"Manchester"
"7139",1,2738,"Manchester"
"7140",1,2738,"Manchester"
"7141",1,2738,"Manchester"
"7142",1,2738,"Manchester"
"7143",1,2738,"Manchester"
"7144",1,2738,"Manchester"
"7145",1,2738,"Manchester"
"7146",1,2738,"Manchester"
"7147",1,2738,"Manchester"
"7148",1,2738,"Manchester"
"7149",1,2738,"Manchester"
"7150",1,2738,"Manchester"
"7151",1,2738,"Manchester"
"7152",2,1522,"Manchester"
"7153",1,2738,"Manchester"
"7154",1,2738,"Manchester"
"7155",1,2738,"Manchester"
"7156",1,2738,"Manchester"
"7157",1,2738,"Manchester"
"7158",1,2738,"Manchester"
"7159",1,2738,"Manchester"
"7160",2,1521,"Manchester"
"7161",2,1521,"Manchester"
"7162",2,1521,"Manchester"
"7163",2,1521,"Manchester"
"7164",1,2738,"Manchester"
"7165",2,1521,"Manchester"
"7166",1,2738,"Manchester"
"7167",1,2738,"Manchester"
"7168",1,2738,"Manchester"
"7169",1,2738,"Manchester"
"7170",2,2371,"Manchester"
"7171",1,2738,"Manchester"
"7172",3,1501,"Manchester"
"7173",2,1501,"Manchester"
"7174",1,2738,"Manchester"
"7175",1,2738,"Manchester"
"7176",1,2738,"Manchester"
"7177",1,2738,"Manchester"
"7178",1,2738,"Manchester"
"7179",1,2738,"Manchester"
"7180",1,2738,"Manchester"
"7181",1,2738,"Manchester"
"7182",1,2738,"Manchester"
"7183",1,2738,"Manchester"
"7184",1,2738,"Manchester"
"7185",1,2738,"Manchester"
"7186",1,2738,"Manchester"
"7187",1,2738,"Manchester"
"7188",1,2738,"Manchester"
"7189",1,2738,"Manchester"
"7190",1,2738,"Manchester"
"7191",1,2738,"Manchester"
"7192",1,2738,"Manchester"
"7193",1,2738,"Manchester"
"7194",1,2738,"Manchester"
"7195",1,2738,"Manchester"
"7196",1,2738,"Manchester"
"7197",1,2738,"Manchester"
"7198",1,2738,"Manchester"
"7199",1,2738,"Manchester"
"7200",1,2738,"Manchester"
"7201",1,2738,"Manchester"
"7202",1,2738,"Manchester"
"7203",1,2738,"Manchester"
"7204",1,2738,"Manchester"
"7205",1,2738,"Manchester"
"7206",1,2738,"Manchester"
"7207",1,2738,"Manchester"
"7208",1,2738,"Manchester"
"7209",1,2738,"Manchester"
"7210",1,2738,"Manchester"
"7211",1,2738,"Manchester"
"7212",1,2738,"Manchester"
"7213",2,1988,"Manchester"
"7214",1,2738,"Manchester"
"7215",1,2738,"Manchester"
"7216",2,1025,"Manchester"
"7217",1,2738,"Manchester"
"7218",1,2738,"Manchester"
"7219",1,2738,"Manchester"
"7220",2,540,"Manchester"
"7221",1,2738,"Manchester"
"7222",1,2738,"Manchester"
"7223",1,2738,"Manchester"
"7224",1,2738,"Manchester"
"7225",1,2738,"Manchester"
