"","X.uid","City Nodes","Relevant Nodes","city","total_nodes"
"1198",5409,14765,36,"manchester",189515
"1199",5541,374,4,"manchester",878223
"1200",5564,166,NA,"manchester",17749
"1201",5589,7,NA,"manchester",151881
"1202",5656,4167,173,"manchester",18771
"1203",5748,6,NA,"manchester",1540675
"1204",5760,1,NA,"manchester",8112
"1205",5926,5755,82,"manchester",843041
"1206",6057,7,NA,"manchester",29
"1207",6071,609,15,"manchester",11940
"1208",6292,1,NA,"manchester",116719
"1209",6367,478,5,"manchester",2110274
"1210",6436,1,NA,"manchester",42
"1211",6494,940,97,"manchester",59599
"1212",6612,31,1,"manchester",5255
"1213",6613,1,NA,"manchester",79
"1214",6634,14,NA,"manchester",90020
"1215",6871,159,5,"manchester",187112
"1216",6975,40,4,"manchester",179279
"1217",7037,734,13,"manchester",1118950
"1218",7160,2,NA,"manchester",176
"1219",7176,55,1,"manchester",65960
"1220",7199,321,1,"manchester",2657
"1221",7203,15,NA,"manchester",706578
"1222",7321,1,NA,"manchester",177775
"1223",7329,8,NA,"manchester",13699
"1224",7344,2,NA,"manchester",12958
"1225",7390,15,NA,"manchester",8827
"1226",7412,1,NA,"manchester",807175
"1227",7437,58,58,"manchester",210518
"1228",7464,1,NA,"manchester",512574
"1229",7574,11,NA,"manchester",72023
"1230",7630,106,17,"manchester",273874
"1231",7638,11,NA,"manchester",18593
"1232",7702,2,NA,"manchester",338472
"1233",7742,41,1,"manchester",44385
"1234",7852,34,NA,"manchester",22022
"1235",8235,90,NA,"manchester",183244
"1236",8857,32,NA,"manchester",149261
"1237",8886,103,NA,"manchester",6894
"1238",8909,4,NA,"manchester",256793
"1239",9065,4202,156,"manchester",7537996
"1240",9176,1,NA,"manchester",1727707
"1241",9514,247,1,"manchester",23829
"1242",10230,453,3,"manchester",444394
"1243",10745,30,NA,"manchester",457
"1244",10829,6,1,"manchester",641430
"1245",10983,1357,16,"manchester",1159328
"1246",11418,53,2,"manchester",3073
"1247",11453,1,NA,"manchester",6378
"1248",11657,7,NA,"manchester",4248
"1249",11837,1,NA,"manchester",63309
"1250",11844,680,25,"manchester",7877
"1251",12200,10,2,"manchester",1255
"1252",12355,91,1,"manchester",1046991
"1253",12483,75,NA,"manchester",176655
"1254",12503,418,NA,"manchester",302978
"1255",12671,8691,30,"manchester",605403
"1256",12875,29,NA,"manchester",2484
"1257",12992,896,28,"manchester",262443
"1258",13010,1,NA,"manchester",1256824
"1259",13203,45,NA,"manchester",1440639
"1260",13241,5,NA,"manchester",45522
"1261",13944,1,NA,"manchester",692379
"1262",14020,374,NA,"manchester",612899
"1263",14754,11,NA,"manchester",11871
"1264",15188,2,NA,"manchester",1418086
"1265",15302,1,NA,"manchester",29597
"1266",15344,81,2,"manchester",2639
"1267",15398,106,6,"manchester",266917
"1268",15404,496,8,"manchester",16652
"1269",15535,13,NA,"manchester",249166
"1270",15867,5948,274,"manchester",247993
"1271",15912,13,1,"manchester",596
"1272",16065,1,NA,"manchester",9952
"1273",16089,1251,81,"manchester",25301
"1274",16256,1,NA,"manchester",256890
"1275",16371,10,NA,"manchester",48358
"1276",16591,2,NA,"manchester",275596
"1277",17021,16,3,"manchester",179508
"1278",17048,22,NA,"manchester",5915
"1279",17282,627,NA,"manchester",61379
"1280",17292,194,53,"manchester",349915
"1281",17395,140,1,"manchester",33711
"1282",17427,244,NA,"manchester",547085
"1283",17497,1,NA,"manchester",31413545
"1284",18069,6,NA,"manchester",811960
"1285",18087,6,1,"manchester",26
"1286",18361,12,NA,"manchester",2191
"1287",18480,17,NA,"manchester",583167
"1288",18501,1,NA,"manchester",9
"1289",18568,4,NA,"manchester",243
"1290",18623,63,NA,"manchester",101
"1291",18719,8,2,"manchester",10014
"1292",18776,1,NA,"manchester",3544895
"1293",19192,1,1,"manchester",112641
"1294",19373,1,NA,"manchester",32
"1295",19472,8,NA,"manchester",14496
"1296",19735,20,NA,"manchester",155256
"1297",19799,43,2,"manchester",707997
"1298",19834,401,4,"manchester",1117
"1299",19901,1,NA,"manchester",75
"1300",19962,5,NA,"manchester",13922
"1301",20007,1,NA,"manchester",115157
"1302",20027,360,NA,"manchester",434
"1303",20069,15,NA,"manchester",22944
"1304",20163,10644,22,"manchester",775991
"1305",20573,260,NA,"manchester",77954
"1306",20898,46,NA,"manchester",65
"1307",20977,18,NA,"manchester",13968
"1308",21014,1,NA,"manchester",20380
"1309",21235,284,NA,"manchester",970
"1310",21264,1178,63,"manchester",176075
"1311",21502,398,NA,"manchester",71850
"1312",21931,894,NA,"manchester",51767
"1313",22643,11576,10,"manchester",1399182
"1314",23312,2,NA,"manchester",1447
"1315",23477,1,NA,"manchester",107716
"1316",23506,235,1,"manchester",8133
"1317",24019,1,NA,"manchester",2
"1318",24116,27,NA,"manchester",30
"1319",24119,31959,702,"manchester",838393
"1320",24126,2,NA,"manchester",160413
"1321",24440,1,1,"manchester",644472
"1322",25120,88,NA,"manchester",15088
"1323",25231,38,1,"manchester",25132
"1324",25256,1,NA,"manchester",201692
"1325",25504,4,1,"manchester",38202
"1326",25668,24,NA,"manchester",5076
"1327",25777,141,8,"manchester",2562
"1328",26139,1,NA,"manchester",1135233
"1329",26299,410,9,"manchester",2158948
"1330",26515,1,NA,"manchester",20902
"1331",26599,20,NA,"manchester",1522887
"1332",26687,1,NA,"manchester",672044
"1333",26825,4172,1,"manchester",1619943
"1334",27094,26,NA,"manchester",2255
"1335",27181,3,NA,"manchester",25881
"1336",27274,72,1,"manchester",1488
"1337",27408,134,NA,"manchester",152005
"1338",27426,2522,36,"manchester",3163
"1339",27598,93,1,"manchester",63548
"1340",27813,1,NA,"manchester",7
"1341",27824,34,NA,"manchester",263127
"1342",28024,323,7,"manchester",421533
"1343",28116,32,1,"manchester",67885
"1344",28399,47,NA,"manchester",198621
"1345",28577,48,NA,"manchester",8903
"1346",28760,6,NA,"manchester",53749
"1347",28794,1,NA,"manchester",261952
"1348",28923,13,NA,"manchester",458134
"1349",29084,2,NA,"manchester",238451
"1350",29755,273,23,"manchester",35354
"1351",30525,3618,NA,"manchester",2294341
"1352",30587,34,NA,"manchester",783027
"1353",30669,6893,371,"manchester",39347
"1354",30967,538,4,"manchester",13752
"1355",31059,1,NA,"manchester",86083
"1356",31195,17,NA,"manchester",8789
"1357",31231,1,NA,"manchester",1821418
"1358",32106,179,NA,"manchester",15434
"1359",32154,29,1,"manchester",3618
"1360",32529,3,NA,"manchester",117494
"1361",32675,88,14,"manchester",105467
"1362",32700,15,NA,"manchester",9178
"1363",32776,2,NA,"manchester",26441
"1364",32786,24,NA,"manchester",573792
"1365",33103,189,NA,"manchester",520200
"1366",33647,664,6,"manchester",3744
"1367",33708,51,NA,"manchester",163634
"1368",34009,2,NA,"manchester",2079
"1369",34260,388,1,"manchester",633
"1370",34555,8,2,"manchester",220098
"1371",34792,19,NA,"manchester",43926
"1372",35051,193,NA,"manchester",25798
"1373",35313,1,NA,"manchester",18844
"1374",35414,79,NA,"manchester",7464
"1375",35560,145,NA,"manchester",1130575
"1376",35579,18,NA,"manchester",34417
"1377",35699,31,NA,"manchester",717
"1378",36314,1,1,"manchester",1390
"1379",36701,35,1,"manchester",21701
"1380",36938,17,NA,"manchester",104663
"1381",37137,585,7,"manchester",443700
"1382",37248,2,NA,"manchester",276318
"1383",37496,16,NA,"manchester",1143
"1384",37512,117,NA,"manchester",27561
"1385",37798,165,NA,"manchester",869
"1386",38313,17,NA,"manchester",994166
"1387",38487,611,1,"manchester",59412827
"1388",38588,2950,50,"manchester",553578
"1389",38784,2,NA,"manchester",71951
"1390",38903,16,NA,"manchester",196
"1391",38952,1,NA,"manchester",241332
"1392",38985,30,NA,"manchester",1540052
"1393",39023,565,NA,"manchester",31222
"1394",39381,7,NA,"manchester",177600
"1395",39457,3,NA,"manchester",582317
"1396",39688,29,NA,"manchester",486886
"1397",39691,19,1,"manchester",137096
"1398",39894,5,NA,"manchester",5560
"1399",40397,1539,5,"manchester",1887741
"1400",41368,6,1,"manchester",49
"1401",42123,152,2,"manchester",3904526
"1402",42429,25,2,"manchester",3393027
"1403",42680,127,3,"manchester",551
"1404",43262,11,NA,"manchester",477194
"1405",43298,19,NA,"manchester",28
"1406",44010,113,NA,"manchester",174
"1407",44221,507,1,"manchester",678627
"1408",44791,3,NA,"manchester",12854
"1409",45027,6,NA,"manchester",337718
"1410",45399,1173,121,"manchester",74158
"1411",45820,1,NA,"manchester",53496
"1412",45985,5,NA,"manchester",171426
"1413",46145,1,NA,"manchester",531520
"1414",46239,45,NA,"manchester",40505
"1415",46357,1,NA,"manchester",6
"1416",46391,7771,24,"manchester",25466
"1417",46623,5,1,"manchester",62
"1418",46926,650,38,"manchester",3639
"1419",47097,1,NA,"manchester",211027
"1420",47192,15,NA,"manchester",924371
"1421",47487,3230,14,"manchester",53656
"1422",47942,38,NA,"manchester",3500
"1423",47978,6,1,"manchester",427415
"1424",48642,12,NA,"manchester",1194
"1425",49031,878,22,"manchester",517796
"1426",50107,56,NA,"manchester",22968
"1427",50454,319,NA,"manchester",1761
"1428",50773,43,12,"manchester",2899
"1429",50804,108,NA,"manchester",267
"1430",50862,193,NA,"manchester",11279
"1431",51045,11,NA,"manchester",937193
"1432",51324,11,NA,"manchester",946833
"1433",51722,46626,597,"manchester",1144075
"1434",52508,20,NA,"manchester",54840
"1435",52766,13,NA,"manchester",168808
"1436",52797,57,2,"manchester",659409
"1437",53088,51,NA,"manchester",48018
"1438",53300,5,1,"manchester",15
"1439",53881,237,1,"manchester",15126
"1440",54552,2,NA,"manchester",75546
"1441",54594,28,2,"manchester",28
"1442",54755,182,NA,"manchester",57923
"1443",55606,4,NA,"manchester",113
"1444",55661,61,NA,"manchester",28068
"1445",55782,72,NA,"manchester",141922
"1446",55910,63,NA,"manchester",3600
"1447",56277,5,NA,"manchester",103999
"1448",57126,30,19,"manchester",74982
"1449",57380,272,NA,"manchester",254234
"1450",57884,7461,4,"manchester",4105722
"1451",57932,198,6,"manchester",218583
"1452",58006,453,3,"manchester",164944
"1453",58255,31,NA,"manchester",966224
"1454",58731,69,NA,"manchester",2516
"1455",58790,11,NA,"manchester",2541
"1456",58939,606,13,"manchester",1587
"1457",59920,43,NA,"manchester",4196
"1458",59930,52,NA,"manchester",9056
"1459",60178,6,NA,"manchester",12
"1460",60185,1,NA,"manchester",44265
"1461",61216,136,NA,"manchester",3329109
"1462",61747,904,20,"manchester",6018
"1463",61809,1278,12,"manchester",4565
"1464",61942,11112,123,"manchester",1832843
"1465",62013,17,NA,"manchester",53
"1466",62296,1,1,"manchester",14556
"1467",62450,7,NA,"manchester",747
"1468",62548,12,4,"manchester",6655
"1469",62878,10,NA,"manchester",92
"1470",63031,9,1,"manchester",19
"1471",63107,11,1,"manchester",753693
"1472",63121,28,1,"manchester",54601
"1473",63149,1732,15,"manchester",58461
"1474",63340,7,NA,"manchester",227
"1475",63662,3,NA,"manchester",3698
"1476",64210,10,NA,"manchester",247
"1477",64411,1,NA,"manchester",55660
"1478",64437,20,2,"manchester",45481
"1479",65148,7,NA,"manchester",92007
"1480",65334,35,NA,"manchester",10647
"1481",65679,44,NA,"manchester",45282
"1482",65746,349,3,"manchester",103044
"1483",66391,4,NA,"manchester",632235
"1484",66915,7,NA,"manchester",282333
"1485",66944,2,NA,"manchester",539810
"1486",67141,3,NA,"manchester",547633
"1487",67236,2,NA,"manchester",381604
"1488",67621,1,NA,"manchester",31645
"1489",67832,1,NA,"manchester",612250
"1490",67862,405,1,"manchester",268089
"1491",67929,10,NA,"manchester",49913
"1492",68873,1,NA,"manchester",164
"1493",68982,34,NA,"manchester",661763
"1494",69025,1,NA,"manchester",4997
"1495",69193,2570,30,"manchester",33579
"1496",69211,9803,25,"manchester",97503
"1497",69418,129,NA,"manchester",1905052
"1498",69628,2,NA,"manchester",281658
"1499",69853,1,NA,"manchester",1355556
"1500",69984,44413,50,"manchester",969124
"1501",70511,24,2,"manchester",11562
"1502",70690,1,NA,"manchester",1221
"1503",70696,201,21,"manchester",4295885
"1504",71261,1,NA,"manchester",555107
"1505",71337,6,NA,"manchester",159933
"1506",71631,1,NA,"manchester",125552
"1507",71640,2870,30,"manchester",27183
"1508",71858,1,NA,"manchester",19
"1509",72235,12,NA,"manchester",1590747
"1510",72472,35,NA,"manchester",86
"1511",72918,3,NA,"manchester",164832
"1512",72920,1,NA,"manchester",8198
"1513",73042,10,NA,"manchester",8095
"1514",73314,4,NA,"manchester",29
"1515",73635,1413,NA,"manchester",24536
"1516",73934,1942,23,"manchester",32637
"1517",74257,327,NA,"manchester",18277
"1518",74617,28,NA,"manchester",1124024
"1519",74897,18,NA,"manchester",2114748
"1520",74990,31,NA,"manchester",32646
"1521",75315,411,3,"manchester",2117
"1522",75381,12196,236,"manchester",227124
"1523",75556,14,NA,"manchester",36
"1524",75936,36,2,"manchester",397
"1525",76002,41,NA,"manchester",351471
"1526",76167,78,NA,"manchester",2746
"1527",76269,1,NA,"manchester",383082
"1528",76301,1,NA,"manchester",2631
"1529",76617,221,NA,"manchester",137463
"1530",76678,25,NA,"manchester",103
"1531",77323,18,NA,"manchester",493
"1532",77910,1,NA,"manchester",156137
"1533",78656,63,1,"manchester",1125869
"1534",78863,147,NA,"manchester",1056
"1535",80490,2,NA,"manchester",68141
"1536",80845,75,3,"manchester",3133
"1537",80916,1097,21,"manchester",3900
"1538",81429,150,54,"manchester",27850
"1539",82164,1,NA,"manchester",8
"1540",82241,87,NA,"manchester",167004
"1541",82783,784,11,"manchester",818208
"1542",82820,2069,25,"manchester",298249
"1543",83024,4,NA,"manchester",137
"1544",84075,51,NA,"manchester",542808
"1545",84263,1602,108,"manchester",835166
"1546",84550,16,NA,"manchester",30
"1547",84681,12317,163,"manchester",2722251
"1548",84777,26,NA,"manchester",2980
"1549",85218,10,NA,"manchester",103559
"1550",85635,5743,11,"manchester",16518
"1551",85898,1,1,"manchester",68
"1552",86200,13,NA,"manchester",41
"1553",86286,903,41,"manchester",18117
"1554",86463,71,NA,"manchester",208
"1555",86504,6,NA,"manchester",685596
"1556",86733,1866,2,"manchester",10600
"1557",87253,1,NA,"manchester",56
"1558",87394,222,NA,"manchester",19053
"1559",87428,266,NA,"manchester",539
"1560",87452,4931,35,"manchester",8750
"1561",87632,107,NA,"manchester",70787
"1562",87781,1333,3,"manchester",1487
"1563",88164,35,1,"manchester",157571
"1564",88491,6,NA,"manchester",1058
"1565",89098,47413,162,"manchester",236166
"1566",89943,1,NA,"manchester",604840
"1567",90142,18,1,"manchester",131520
"1568",90283,1,NA,"manchester",5
"1569",90943,21,NA,"manchester",14453
"1570",90983,1,NA,"manchester",21063
"1571",91225,338,3,"manchester",2588497
"1572",91657,676,19,"manchester",1471515
"1573",91843,1176,4,"manchester",164263
"1574",92274,230,3,"manchester",256621
"1575",92417,53,NA,"manchester",42673
"1576",92464,1415,15,"manchester",32081
"1577",92655,2,NA,"manchester",108
"1578",92878,7,NA,"manchester",30
"1579",93475,14609,202,"manchester",229232
"1580",94085,5,NA,"manchester",100
"1581",94278,26,NA,"manchester",835
"1582",94370,52,2,"manchester",967
"1583",94469,90,3,"manchester",34854
"1584",94578,66,15,"manchester",4678017
"1585",94826,2,NA,"manchester",36
"1586",95834,172,NA,"manchester",602
"1587",96060,17,NA,"manchester",38
"1588",96069,233,NA,"manchester",2086355
"1589",96226,20653,170,"manchester",99611
"1590",96695,103,1,"manchester",101472
"1591",97369,103,NA,"manchester",332520
"1592",97928,1,NA,"manchester",3494463
"1593",98682,1,NA,"manchester",233777
"1594",98712,13,1,"manchester",46
"1595",98807,69,NA,"manchester",214
"1596",98871,1,NA,"manchester",201
"1597",98964,47088,110,"manchester",676257
"1598",99476,240,4,"manchester",112530
"1599",99556,4,NA,"manchester",5
"1600",99620,35,6,"manchester",53
"1601",99999,1,NA,"manchester",11494
"1602",100298,208,2,"manchester",831
"1603",100812,3,NA,"manchester",45150
"1604",101150,86483,532,"manchester",254496
"1605",101974,2,NA,"manchester",306
"1606",102179,3,NA,"manchester",24336
"1607",102218,64,2,"manchester",524
"1608",102661,8,NA,"manchester",22
"1609",103253,25,NA,"manchester",1465914
"1610",103529,1301,1,"manchester",5082
"1611",103913,1,NA,"manchester",389
"1612",103965,1,1,"manchester",2
"1613",104094,153,3,"manchester",759
"1614",104459,11129,10846,"manchester",315514
"1615",104519,1,NA,"manchester",73536
"1616",105474,1086,2,"manchester",669460
"1617",105998,40903,939,"manchester",92975
"1618",106012,5,NA,"manchester",958
"1619",106104,13,NA,"manchester",1590
"1620",106385,1,NA,"manchester",88141
"1621",106432,59,NA,"manchester",93
"1622",106454,16,1,"manchester",201
"1623",106624,20,NA,"manchester",69
"1624",106831,247,NA,"manchester",108769
"1625",106914,474,NA,"manchester",426351
"1626",107257,9,NA,"manchester",4230026
"1627",107444,10552,51,"manchester",20017
"1628",108416,500,4,"manchester",554
"1629",108560,32,NA,"manchester",45
"1630",109205,3,NA,"manchester",4870
"1631",109788,5,NA,"manchester",5
"1632",109925,2,2,"manchester",322993
"1633",110027,141,NA,"manchester",64521
"1634",110263,185,24,"manchester",1129276
"1635",110290,5,NA,"manchester",726
"1636",111135,3663,239,"manchester",14072
"1637",111849,669,1,"manchester",82006
"1638",112722,767,3,"manchester",888
"1639",113549,44,1,"manchester",155
"1640",114161,47,NA,"manchester",504364
"1641",114310,3707,72,"manchester",375017
"1642",114317,13,NA,"manchester",143
"1643",116202,71,NA,"manchester",1236
"1644",116320,17,3,"manchester",80
"1645",116665,27,8,"manchester",3195
"1646",116979,5563,14,"manchester",40708
"1647",118021,61,NA,"manchester",177551
"1648",118134,1,1,"manchester",344323
"1649",118262,1261,NA,"manchester",188116
"1650",118268,2,NA,"manchester",194
"1651",120664,8,NA,"manchester",12386
"1652",121664,3,NA,"manchester",11677
"1653",121754,63493,572,"manchester",78366
"1654",122433,5,NA,"manchester",21594
"1655",122512,29,NA,"manchester",929
"1656",123364,1,NA,"manchester",687415
"1657",123614,61,2,"manchester",1196
"1658",124141,37,NA,"manchester",1936
"1659",124646,55,NA,"manchester",120
"1660",124714,1,NA,"manchester",6
"1661",124741,17,NA,"manchester",23
"1662",124837,1,NA,"manchester",47776
"1663",125259,331,NA,"manchester",2047066
"1664",125718,1,NA,"manchester",37340
"1665",125832,1,NA,"manchester",149753
"1666",127060,108,NA,"manchester",2608
"1667",127689,1,NA,"manchester",8
"1668",128017,1,NA,"manchester",36898
"1669",128186,125,2,"manchester",355206
"1670",128245,45,NA,"manchester",11413
"1671",130065,1,NA,"manchester",423332
"1672",131635,1,NA,"manchester",2528479
"1673",132653,8325,90,"manchester",14074
"1674",133272,34,NA,"manchester",51929
"1675",133524,1,NA,"manchester",75
"1676",134405,156,39,"manchester",328
"1677",135371,2,NA,"manchester",59
"1678",135451,26,NA,"manchester",518
"1679",137604,1,NA,"manchester",5
"1680",137724,14,NA,"manchester",48089
"1681",138269,1,NA,"manchester",1
"1682",139042,28,NA,"manchester",1586
"1683",139424,22,4,"manchester",48700
"1684",141323,8,NA,"manchester",79
"1685",141442,147,4,"manchester",7961
"1686",141535,889,NA,"manchester",2379
"1687",142399,504,5,"manchester",102430
"1688",142402,34,NA,"manchester",57775
"1689",142776,1,NA,"manchester",389398
"1690",143992,10,2,"manchester",1833
"1691",144833,37,NA,"manchester",2208
"1692",145231,889,90,"manchester",23941195
"1693",145322,1,NA,"manchester",80583
"1694",145573,62,NA,"manchester",861
"1695",146135,32,NA,"manchester",2561
"1696",147206,2,NA,"manchester",19370
"1697",147510,25,24,"manchester",171099544
"1698",148524,8,5,"manchester",47
"1699",149097,1,NA,"manchester",62958
"1700",149568,1,NA,"manchester",3135
"1701",150768,49,1,"manchester",29516
"1702",151253,2,NA,"manchester",9
"1703",151510,45,NA,"manchester",140
"1704",152289,24,NA,"manchester",245488
"1705",153424,7,NA,"manchester",1471
"1706",154012,1,1,"manchester",2
"1707",154400,10,5,"manchester",29
"1708",154652,70,5,"manchester",1220
"1709",155371,18,5,"manchester",311
"1710",155917,1519,NA,"manchester",88806
"1711",155966,1,NA,"manchester",2
"1712",156199,4,NA,"manchester",15
"1713",156263,1,1,"manchester",89029
"1714",156567,60,NA,"manchester",205
"1715",157507,5,NA,"manchester",139
"1716",157964,108,NA,"manchester",29392
"1717",158206,4,NA,"manchester",23
"1718",158358,7,NA,"manchester",24641
"1719",158428,61,NA,"manchester",2503
"1720",158826,1,NA,"manchester",7904570
"1721",159101,1,NA,"manchester",285606
"1722",161206,607,NA,"manchester",4590796
"1723",161388,25,NA,"manchester",2119
"1724",161538,309,NA,"manchester",541
"1725",161619,82,7,"manchester",1757400
"1726",161867,14,NA,"manchester",51
"1727",162805,21,1,"manchester",153
"1728",162917,165,6,"manchester",43778
"1729",163399,3,1,"manchester",11
"1730",163622,1,NA,"manchester",7716
"1731",164300,753,NA,"manchester",1203
"1732",164952,21,NA,"manchester",1694
"1733",165061,11,NA,"manchester",1289696
"1734",165763,134,3,"manchester",1192
"1735",165822,42,NA,"manchester",924
"1736",165918,2,NA,"manchester",18
"1737",166103,1,NA,"manchester",19
"1738",166129,14,1,"manchester",276465
"1739",167122,28,NA,"manchester",86
"1740",167417,5,NA,"manchester",406203
"1741",168700,4,3,"manchester",7
"1742",169215,1,NA,"manchester",34
"1743",169229,6,NA,"manchester",8
"1744",169569,4,NA,"manchester",32
"1745",172061,441,2,"manchester",3056551
"1746",172180,110,1,"manchester",7761
"1747",172353,1,1,"manchester",1
"1748",173261,1,NA,"manchester",6
"1749",173757,85,NA,"manchester",7339
"1750",175730,14,NA,"manchester",266
"1751",176216,37,NA,"manchester",93
"1752",177703,10,2,"manchester",37
"1753",178009,198,NA,"manchester",1634
"1754",178104,12,NA,"manchester",898
"1755",178186,89,1,"manchester",4811007
"1756",178263,159,1,"manchester",2222
"1757",178560,425,3,"manchester",1076
"1758",178626,7206,14,"manchester",462387
"1759",178886,921,2,"manchester",70912
"1760",179103,60,NA,"manchester",17217
"1761",179362,2,NA,"manchester",88216
"1762",181135,1433,1,"manchester",346959
"1763",182056,19,NA,"manchester",7989
"1764",182433,20,NA,"manchester",106
"1765",182506,19,NA,"manchester",52
"1766",182809,931,NA,"manchester",2949
"1767",183062,1,1,"manchester",1581
"1768",184757,914,7,"manchester",2886
"1769",185717,27,NA,"manchester",90
"1770",188349,517,NA,"manchester",134922
"1771",188692,7,NA,"manchester",181
"1772",189341,31629,16,"manchester",331832
"1773",190095,5,NA,"manchester",1941
"1774",190869,82,6,"manchester",9594
"1775",191399,6,NA,"manchester",27
"1776",192395,1,NA,"manchester",620525
"1777",193653,1,NA,"manchester",46
"1778",196082,1,NA,"manchester",1889
"1779",198183,29,NA,"manchester",493
"1780",198505,1,NA,"manchester",1253
"1781",199545,23,NA,"manchester",87
"1782",199950,1,NA,"manchester",5821
"1783",201095,397,16,"manchester",83648
"1784",201359,4,NA,"manchester",804787
"1785",201477,5,NA,"manchester",33
"1786",202677,1,NA,"manchester",18565
"1787",202879,403,NA,"manchester",1242996
"1788",203014,3824,1,"manchester",349945
"1789",204153,25,NA,"manchester",111839
"1790",205666,8,NA,"manchester",9786
"1791",205715,1,NA,"manchester",55688
"1792",205740,28,NA,"manchester",74
"1793",207581,306,NA,"manchester",6678470
"1794",207745,7,NA,"manchester",7448381
"1795",208822,6,NA,"manchester",325
"1796",209340,54,1,"manchester",14384
"1797",209711,5,NA,"manchester",163
"1798",210880,39600,71,"manchester",71432
"1799",211575,38,NA,"manchester",93
"1800",212148,50,1,"manchester",3309
"1801",213893,404,1,"manchester",569
"1802",214152,248,1,"manchester",8294
"1803",214230,22,NA,"manchester",9370
"1804",214846,17,NA,"manchester",217
"1805",214969,2,NA,"manchester",6625773
"1806",215123,5,NA,"manchester",5
"1807",215239,5,1,"manchester",86
"1808",216193,1,NA,"manchester",6
"1809",217070,102,NA,"manchester",1608178
"1810",218801,25,NA,"manchester",1233
"1811",220096,2700,10,"manchester",5412
"1812",221923,464,2,"manchester",154610
"1813",222299,4852,20,"manchester",14173
"1814",222996,17330,53,"manchester",681703
"1815",224440,6,NA,"manchester",233523
"1816",224936,53,NA,"manchester",84
"1817",226706,1,NA,"manchester",1489
"1818",227138,127,NA,"manchester",11378
"1819",227699,10,NA,"manchester",2554
"1820",228556,14,NA,"manchester",198
"1821",229347,23,NA,"manchester",292
"1822",229419,2150,2,"manchester",494095
"1823",230222,4,NA,"manchester",4
"1824",230225,33,NA,"manchester",96
"1825",230287,1,NA,"manchester",9
"1826",231110,1,NA,"manchester",1
"1827",231530,4,NA,"manchester",1375
"1828",232386,54,NA,"manchester",197563
"1829",233042,1,NA,"manchester",94334
"1830",233248,10,NA,"manchester",437457
"1831",233890,3,NA,"manchester",14
"1832",234692,143,14,"manchester",442
"1833",236047,3,NA,"manchester",108
"1834",236165,144,NA,"manchester",15155
"1835",237302,1,NA,"manchester",1
"1836",237669,591,1,"manchester",3636
"1837",237777,800,2,"manchester",211678
"1838",237926,3684,10,"manchester",654444
"1839",238342,35,NA,"manchester",53
"1840",238520,121,NA,"manchester",555
"1841",238584,2234,44,"manchester",192683
"1842",240696,2662,13,"manchester",43521
"1843",241063,1,NA,"manchester",50
"1844",242166,1,NA,"manchester",167
"1845",242345,14,NA,"manchester",134471
"1846",242798,24,NA,"manchester",638201
"1847",242874,5,1,"manchester",26
"1848",244459,44,2,"manchester",1376760
"1849",244754,1,NA,"manchester",1587670
"1850",245317,7,1,"manchester",154
"1851",248020,19,10,"manchester",31
"1852",250450,6,NA,"manchester",52
"1853",250649,1,1,"manchester",4
"1854",251221,54,NA,"manchester",12770
"1855",251482,13,NA,"manchester",76
"1856",251543,41,32,"manchester",72328
"1857",252531,51,NA,"manchester",106395
"1858",253349,60,2,"manchester",484
"1859",255815,1,1,"manchester",1
"1860",255838,19,NA,"manchester",25
"1861",256394,2,NA,"manchester",665
"1862",256872,35,1,"manchester",132
"1863",257421,5,2,"manchester",22
"1864",258573,225,1,"manchester",374
"1865",258953,512,2,"manchester",1075
"1866",260271,153,NA,"manchester",212975
"1867",262676,117,12,"manchester",309
"1868",263593,19,NA,"manchester",72
"1869",265303,1,NA,"manchester",5312
"1870",266276,7,NA,"manchester",497840
"1871",270456,166,NA,"manchester",108897
"1872",273178,875,6,"manchester",2124
"1873",273963,2,NA,"manchester",21
"1874",275365,4,NA,"manchester",30
"1875",276140,9,1,"manchester",49
"1876",276658,862,1,"manchester",46336
"1877",279806,286,8,"manchester",25539
"1878",280880,2,NA,"manchester",9
"1879",281267,8740,20,"manchester",670701
"1880",282798,1,NA,"manchester",211
"1881",285184,44,NA,"manchester",12551
"1882",286814,12,NA,"manchester",17
"1883",288244,4,NA,"manchester",1397
"1884",288711,3,NA,"manchester",1830
"1885",289311,38,NA,"manchester",185
"1886",290271,3,NA,"manchester",614306
"1887",290437,1588,6,"manchester",12765
"1888",290680,166,23,"manchester",513336
"1889",292007,1,NA,"manchester",86684
"1890",292665,3,NA,"manchester",2222326
"1891",293774,2,NA,"manchester",1175014
"1892",295004,32,NA,"manchester",2625
"1893",296177,154,NA,"manchester",307
"1894",296597,7,2,"manchester",103
"1895",297420,16,NA,"manchester",71
"1896",298326,93,NA,"manchester",1124
"1897",298394,20578,113,"manchester",23790
"1898",299891,1777,63,"manchester",2648
"1899",300459,708,NA,"manchester",13645596
"1900",303693,1,NA,"manchester",64173
"1901",304294,3,NA,"manchester",17
"1902",305459,1,NA,"manchester",5
"1903",307520,1,NA,"manchester",43814
"1904",308558,4,1,"manchester",28
"1905",309601,2,NA,"manchester",7
"1906",309618,3,NA,"manchester",8
"1907",310510,144,NA,"manchester",102659
"1908",310680,10,2,"manchester",30
"1909",311036,1,NA,"manchester",237013
"1910",311102,1,NA,"manchester",759812
