"","X.uid","City Nodes","Relevant Nodes","city","total_nodes"
"2627",1849977,361,5,"manchester",454
"2628",1851314,5,NA,"manchester",5
"2629",1860449,7,NA,"manchester",10
"2630",1862816,2788,57,"manchester",6491
"2631",1867259,18,NA,"manchester",51
"2632",1868958,207,NA,"manchester",263
"2633",1869240,590,5,"manchester",15022
"2634",1869781,1,NA,"manchester",82362
"2635",1870664,23,NA,"manchester",39
"2636",1872877,5,NA,"manchester",11
"2637",1877416,30,NA,"manchester",84
"2638",1878245,8,NA,"manchester",18
"2639",1878674,1,NA,"manchester",36
"2640",1878820,2,NA,"manchester",2
"2641",1878856,68,NA,"manchester",29250
"2642",1882113,19,NA,"manchester",21
"2643",1882123,39,NA,"manchester",61
"2644",1882442,20,NA,"manchester",66
"2645",1882489,80,1,"manchester",97
"2646",1882575,14,NA,"manchester",35
"2647",1882654,431,NA,"manchester",632
"2648",1883368,333,1,"manchester",414
"2649",1883529,8,NA,"manchester",10
"2650",1884973,2,NA,"manchester",2
"2651",1885873,2,NA,"manchester",6
"2652",1886036,23,NA,"manchester",29
"2653",1892481,2,NA,"manchester",64808
"2654",1892838,1841,2,"manchester",1521372
"2655",1893271,9,NA,"manchester",190933
"2656",1897731,1,NA,"manchester",1
"2657",1899380,1,NA,"manchester",8
"2658",1909967,15,NA,"manchester",27
"2659",1910360,1,NA,"manchester",2412
"2660",1910636,5,NA,"manchester",69
"2661",1911765,2,NA,"manchester",1401050
"2662",1914846,9,NA,"manchester",16
"2663",1915115,222,1,"manchester",2283
"2664",1915697,2,NA,"manchester",4891
"2665",1918174,2,NA,"manchester",3
"2666",1924133,6,NA,"manchester",89
"2667",1928051,3,NA,"manchester",4
"2668",1933462,3,NA,"manchester",99
"2669",1940328,13,NA,"manchester",375
"2670",1940937,2,NA,"manchester",7
"2671",1943044,3,NA,"manchester",3
"2672",1951050,104,NA,"manchester",141
"2673",1953652,3,NA,"manchester",8
"2674",1955922,1,NA,"manchester",1
"2675",1958914,12,1,"manchester",13
"2676",1960024,2,NA,"manchester",6595
"2677",1960741,35,NA,"manchester",69
"2678",1962477,2,NA,"manchester",403633
"2679",1963358,58,NA,"manchester",118
"2680",1964778,41,NA,"manchester",4130
"2681",1967717,703,23,"manchester",87908
"2682",1967789,9,NA,"manchester",54
"2683",1968361,3,NA,"manchester",823
"2684",1969477,187,NA,"manchester",243
"2685",1974064,47,NA,"manchester",357405
"2686",1976449,2,NA,"manchester",3
"2687",1976630,146,2,"manchester",344
"2688",1977070,19,NA,"manchester",22
"2689",1979041,22,1,"manchester",79
"2690",1979485,21,NA,"manchester",25
"2691",1981160,3442,22,"manchester",4101
"2692",1987780,81,NA,"manchester",364
"2693",1990771,1,NA,"manchester",1
"2694",1997480,13,NA,"manchester",29
"2695",2005288,49,4,"manchester",95
"2696",2010266,229,6,"manchester",411
"2697",2011401,447,1,"manchester",893
"2698",2015224,2,NA,"manchester",410957
"2699",2015287,5,NA,"manchester",5
"2700",2018957,995,NA,"manchester",37296
"2701",2020425,312,5,"manchester",570
"2702",2020484,43556,5,"manchester",874890
"2703",2020865,6,NA,"manchester",9
"2704",2025986,195,1,"manchester",282
"2705",2030616,96,11,"manchester",150
"2706",2035480,37,NA,"manchester",9837
"2707",2039391,27,NA,"manchester",34
"2708",2040114,12,NA,"manchester",186
"2709",2040714,1,NA,"manchester",74
"2710",2044070,2,1,"manchester",3
"2711",2044714,1,NA,"manchester",1
"2712",2045215,5,NA,"manchester",19294
"2713",2046847,12875,17,"manchester",15366
"2714",2049869,1,NA,"manchester",82
"2715",2049949,71,NA,"manchester",1637
"2716",2050028,2,NA,"manchester",4
"2717",2050137,1,NA,"manchester",37556
"2718",2050359,632,NA,"manchester",1926
"2719",2050662,1,NA,"manchester",75
"2720",2051207,1,NA,"manchester",1
"2721",2052519,2,NA,"manchester",85935
"2722",2062042,1,NA,"manchester",2
"2723",2062939,144,NA,"manchester",182
"2724",2068507,54,NA,"manchester",53958
"2725",2070701,1,NA,"manchester",1808
"2726",2071352,1,NA,"manchester",1
"2727",2073414,59,1,"manchester",64
"2728",2074573,438,NA,"manchester",1220
"2729",2074701,1,NA,"manchester",43
"2730",2076683,9,NA,"manchester",10
"2731",2083904,15,NA,"manchester",1129
"2732",2084381,12,NA,"manchester",13
"2733",2088016,28,NA,"manchester",41
"2734",2091154,894,7,"manchester",4233
"2735",2093145,1847,6,"manchester",2653
"2736",2094688,10,NA,"manchester",180
"2737",2099157,1,NA,"manchester",5
"2738",2100872,112,3,"manchester",766
"2739",2101227,6,NA,"manchester",10
"2740",2102213,9,NA,"manchester",11
"2741",2111379,37,2,"manchester",58
"2742",2114823,25359,31,"manchester",32660
"2743",2115749,150,NA,"manchester",449217
"2744",2116991,6336,2,"manchester",9467
"2745",2119860,175,NA,"manchester",185
"2746",2121101,1133,71,"manchester",2094
"2747",2127380,6,NA,"manchester",52371
"2748",2128025,31,6,"manchester",3610
"2749",2131537,17,NA,"manchester",476
"2750",2144605,3,NA,"manchester",86893
"2751",2154858,8,NA,"manchester",54702
"2752",2157432,6,NA,"manchester",11
"2753",2160231,114,NA,"manchester",11589
"2754",2166986,56,2,"manchester",73
"2755",2172887,1,NA,"manchester",4
"2756",2175724,48,NA,"manchester",10558
"2757",2177510,1,NA,"manchester",1
"2758",2182165,235,NA,"manchester",259
"2759",2185139,2,NA,"manchester",3
"2760",2190120,1,NA,"manchester",1
"2761",2190259,2,NA,"manchester",3
"2762",2200595,282,2,"manchester",3526
"2763",2200941,5,NA,"manchester",5811
"2764",2201587,9,5,"manchester",18
"2765",2206435,31,NA,"manchester",109442
"2766",2209894,768,3,"manchester",1134967
"2767",2214259,4,NA,"manchester",52560
"2768",2219338,71,NA,"manchester",3395244
"2769",2222287,11,NA,"manchester",11
"2770",2226712,143,3,"manchester",2751278
"2771",2230710,8,1,"manchester",15
"2772",2237255,1,NA,"manchester",122
"2773",2237569,1,NA,"manchester",228
"2774",2263619,15,NA,"manchester",2854
"2775",2266845,25,NA,"manchester",70
"2776",2280462,2,NA,"manchester",1736
"2777",2281266,18,NA,"manchester",912
"2778",2290849,179,NA,"manchester",189
"2779",2294177,1,NA,"manchester",1
"2780",2295145,2,NA,"manchester",4925
"2781",2298114,115,NA,"manchester",159
"2782",2301555,23,NA,"manchester",237939
"2783",2315642,2,NA,"manchester",3
"2784",2315729,3,NA,"manchester",7485
"2785",2322070,3,NA,"manchester",555
"2786",2322905,1,NA,"manchester",1
"2787",2324248,58,NA,"manchester",67
"2788",2327823,118,NA,"manchester",1574
"2789",2328006,18,NA,"manchester",21
"2790",2340855,9,NA,"manchester",9
"2791",2345879,71,NA,"manchester",55922
"2792",2349194,3,NA,"manchester",5
"2793",2362154,3,NA,"manchester",18831
"2794",2363025,10,NA,"manchester",16
"2795",2369313,7,NA,"manchester",9
"2796",2369575,264,NA,"manchester",292
"2797",2377377,55,2,"manchester",1572010
"2798",2380808,6681,19,"manchester",9052
"2799",2388323,85,NA,"manchester",110
"2800",2393820,121,3,"manchester",154
"2801",2397013,5,NA,"manchester",8503
"2802",2397352,4,1,"manchester",22
"2803",2397406,6,NA,"manchester",148
"2804",2398523,83,NA,"manchester",39899
"2805",2399935,14,1,"manchester",370
"2806",2400872,1,NA,"manchester",280
"2807",2403806,536,14,"manchester",655
"2808",2406578,2,NA,"manchester",42535
"2809",2411548,5,NA,"manchester",7
"2810",2415107,125,1,"manchester",198561
"2811",2433431,13,NA,"manchester",1301
"2812",2443879,56,NA,"manchester",90
"2813",2444139,13,NA,"manchester",13
"2814",2445549,92,NA,"manchester",95
"2815",2445736,21,NA,"manchester",25
"2816",2452904,9,NA,"manchester",52
"2817",2457499,84,2,"manchester",179
"2818",2466894,1,NA,"manchester",1
"2819",2467285,2,NA,"manchester",7629
"2820",2469001,3,NA,"manchester",98
"2821",2470627,2,NA,"manchester",561
"2822",2470889,17,NA,"manchester",20
"2823",2471749,2,NA,"manchester",5
"2824",2473798,6,NA,"manchester",8
"2825",2479486,198,1,"manchester",474
"2826",2484422,18,1,"manchester",26
"2827",2487504,2,NA,"manchester",2
"2828",2488986,3,NA,"manchester",18
"2829",2489541,259,31,"manchester",102511
"2830",2491248,115,NA,"manchester",1545
"2831",2505872,15,NA,"manchester",289
"2832",2508151,2,NA,"manchester",622002
"2833",2509551,8,NA,"manchester",13
"2834",2509781,1,NA,"manchester",2
"2835",2511706,57,1,"manchester",2163594
"2836",2512300,227,7,"manchester",3203769
"2837",2517831,9929,222,"manchester",65107
"2838",2521908,1,NA,"manchester",1
"2839",2535601,88,1,"manchester",131
"2840",2544444,17,5,"manchester",26
"2841",2545951,2,NA,"manchester",93420
"2842",2547310,956,NA,"manchester",136983
"2843",2554698,29,NA,"manchester",365390
"2844",2560623,1,NA,"manchester",1
"2845",2562316,85,NA,"manchester",129
"2846",2565859,2,NA,"manchester",2837
"2847",2569360,8,NA,"manchester",8
"2848",2574131,33,NA,"manchester",1659
"2849",2581195,53,NA,"manchester",77
"2850",2585346,83,NA,"manchester",92
"2851",2585428,12,NA,"manchester",12
"2852",2585908,5412,7,"manchester",10423
"2853",2595133,5,NA,"manchester",15
"2854",2595816,69,NA,"manchester",91
"2855",2596250,44,NA,"manchester",47
"2856",2598028,7,NA,"manchester",25
"2857",2606406,13,2,"manchester",15
"2858",2608802,50,NA,"manchester",62
"2859",2609039,16,NA,"manchester",31291
"2860",2613929,1,NA,"manchester",2
"2861",2616201,89,89,"manchester",91
"2862",2629998,36,2,"manchester",6971
"2863",2636765,114,2,"manchester",129
"2864",2644101,1,NA,"manchester",493174
"2865",2648021,2,NA,"manchester",24
"2866",2652008,1,NA,"manchester",1
"2867",2660405,2326,1,"manchester",74711
"2868",2673535,486,24,"manchester",160579
"2869",2677117,14,1,"manchester",20
"2870",2680020,1,NA,"manchester",827
"2871",2680074,31,NA,"manchester",44
"2872",2680204,1,NA,"manchester",2
"2873",2680393,4,NA,"manchester",27
"2874",2683767,1,NA,"manchester",347
"2875",2689100,2,NA,"manchester",6
"2876",2691827,2,NA,"manchester",20
"2877",2699546,24,1,"manchester",33
"2878",2700191,5,NA,"manchester",10
"2879",2700681,40,NA,"manchester",419
"2880",2719086,4,1,"manchester",5
"2881",2735475,3,NA,"manchester",3
"2882",2748122,9,3,"manchester",21
"2883",2748195,63,1,"manchester",2085272
"2884",2748961,5840,25,"manchester",36251
"2885",2751481,13,NA,"manchester",46
"2886",2758369,9,NA,"manchester",245
"2887",2762871,1488,NA,"manchester",126153
"2888",2764121,6,NA,"manchester",8
"2889",2770196,3,NA,"manchester",7
"2890",2772011,4,NA,"manchester",4
"2891",2772217,337,1,"manchester",416
"2892",2773866,859,10,"manchester",499639
"2893",2780528,1,NA,"manchester",1
"2894",2783885,2,NA,"manchester",12
"2895",2788773,1,NA,"manchester",33
"2896",2790914,1,NA,"manchester",2
"2897",2794956,3,NA,"manchester",3
"2898",2799163,323,3,"manchester",344
"2899",2800377,45,NA,"manchester",89
"2900",2800422,11,1,"manchester",1674
"2901",2800603,40,NA,"manchester",4474
"2902",2810211,9,2,"manchester",14
"2903",2818856,1,NA,"manchester",66669
"2904",2823324,7,NA,"manchester",169
"2905",2835928,9,NA,"manchester",578331
"2906",2844717,4,2,"manchester",418
"2907",2845963,5430,2,"manchester",1136051
"2908",2853561,12,12,"manchester",314419
"2909",2854457,8,NA,"manchester",8
"2910",2868873,5,NA,"manchester",21
"2911",2871367,1,NA,"manchester",1
"2912",2874110,4034,27,"manchester",6665
"2913",2876164,5,NA,"manchester",2915
"2914",2880665,151,NA,"manchester",2351
"2915",2882684,1,1,"manchester",148
"2916",2883761,449,10,"manchester",10685
"2917",2891672,1,1,"manchester",87
"2918",2899626,1,NA,"manchester",4
"2919",2905735,1,NA,"manchester",3
"2920",2907731,7,1,"manchester",9
"2921",2909574,545,NA,"manchester",861
"2922",2915147,4,NA,"manchester",5
"2923",2919008,12,NA,"manchester",45
"2924",2923516,2,NA,"manchester",8
"2925",2928071,24,NA,"manchester",26
"2926",2945612,10,NA,"manchester",14
"2927",2946015,4,NA,"manchester",5
"2928",2946637,2,NA,"manchester",2
"2929",2950289,317,8,"manchester",645
"2930",2953281,1,NA,"manchester",6
"2931",2956856,25,NA,"manchester",55
"2932",2963427,33,1,"manchester",526
"2933",2964838,213,NA,"manchester",227
"2934",2973031,6,NA,"manchester",359340
"2935",2973436,77,NA,"manchester",110
"2936",2983023,96,NA,"manchester",103
"2937",2989438,69,NA,"manchester",1787
"2938",2989466,4,1,"manchester",64634
"2939",2991492,17,NA,"manchester",537
"2940",2999645,1,NA,"manchester",1
"2941",2999923,15,NA,"manchester",5061
"2942",3003670,4,NA,"manchester",26
"2943",3006536,3,NA,"manchester",3
"2944",3014792,12,NA,"manchester",3204
"2945",3021524,3,NA,"manchester",10
"2946",3025604,6,NA,"manchester",7
"2947",3028632,13,NA,"manchester",20
"2948",3030981,1,NA,"manchester",1
"2949",3032413,2,NA,"manchester",2
"2950",3048273,1,NA,"manchester",10
"2951",3057247,10,NA,"manchester",10
"2952",3057995,1,1,"manchester",124234
"2953",3066375,1,NA,"manchester",1
"2954",3080394,68,1,"manchester",173
"2955",3100193,1399,10,"manchester",2314
"2956",3113206,1,NA,"manchester",1
"2957",3113371,8439,7,"manchester",15287
"2958",3113780,2,NA,"manchester",2
"2959",3114289,1,NA,"manchester",1
"2960",3125624,24,NA,"manchester",28
"2961",3127176,2,NA,"manchester",2
"2962",3139656,8,NA,"manchester",49
"2963",3140408,1,NA,"manchester",1
"2964",3141563,1,NA,"manchester",1
"2965",3149234,6,NA,"manchester",28065
"2966",3149794,22,NA,"manchester",506
"2967",3151684,1,NA,"manchester",149170
"2968",3161459,25,NA,"manchester",25
"2969",3164012,12,NA,"manchester",131808
"2970",3178375,22,NA,"manchester",197597
"2971",3184503,1,NA,"manchester",14
"2972",3184960,2,1,"manchester",552
"2973",3185657,5,NA,"manchester",18
"2974",3200104,1,NA,"manchester",15
"2975",3203267,35,1,"manchester",51
"2976",3226452,1,NA,"manchester",1
"2977",3231650,102,NA,"manchester",110
"2978",3244052,99,2,"manchester",55157
"2979",3250285,1,NA,"manchester",1
"2980",3252237,1,1,"manchester",16091
"2981",3277230,2,NA,"manchester",30658
"2982",3291995,396,4,"manchester",1338
"2983",3293862,50,3,"manchester",577
"2984",3308794,1,NA,"manchester",8
"2985",3308873,3,NA,"manchester",3
"2986",3308883,1,NA,"manchester",1
"2987",3308889,7,NA,"manchester",25
"2988",3309033,772,NA,"manchester",32687
"2989",3311149,25,NA,"manchester",29
"2990",3325199,25,NA,"manchester",218
"2991",3331203,1,NA,"manchester",1
"2992",3338661,3,NA,"manchester",3
"2993",3340165,4,NA,"manchester",54
"2994",3341704,2,NA,"manchester",87
"2995",3342801,33,NA,"manchester",33
"2996",3349252,12,NA,"manchester",71
"2997",3358825,1,NA,"manchester",10
"2998",3370178,1,NA,"manchester",2
"2999",3374309,1,NA,"manchester",3
"3000",3382053,3,1,"manchester",3
"3001",3384121,4,NA,"manchester",4
"3002",3399572,6,NA,"manchester",8
"3003",3415404,1,NA,"manchester",3
"3004",3417510,9,NA,"manchester",17
"3005",3425545,21,NA,"manchester",1103
"3006",3426542,6,NA,"manchester",485
"3007",3429912,43,NA,"manchester",1652
"3008",3432400,290,NA,"manchester",147992
"3009",3438084,25,NA,"manchester",58
"3010",3440603,1,NA,"manchester",2
"3011",3440839,115,NA,"manchester",117
"3012",3442459,2299,92,"manchester",2866
"3013",3444615,1,NA,"manchester",2
"3014",3444683,2,NA,"manchester",2
"3015",3444858,473,2,"manchester",640
"3016",3446941,93,2,"manchester",85827
"3017",3448456,10,3,"manchester",2025
"3018",3451745,4370,80,"manchester",5015
"3019",3460337,2,NA,"manchester",2
"3020",3475996,233,NA,"manchester",564
"3021",3476663,2,NA,"manchester",5
"3022",3478520,65,NA,"manchester",175
"3023",3490729,37,NA,"manchester",81
"3024",3492184,2,NA,"manchester",105
"3025",3492260,5,NA,"manchester",7
"3026",3496835,1,NA,"manchester",2
"3027",3497617,9,2,"manchester",10
"3028",3500699,21,NA,"manchester",48
"3029",3514183,3,NA,"manchester",3
"3030",3522483,1,NA,"manchester",1
"3031",3524812,3,NA,"manchester",102237
"3032",3541716,109,3,"manchester",132
"3033",3547560,1,NA,"manchester",3
"3034",3557624,92,7,"manchester",207
"3035",3566984,3,NA,"manchester",4
"3036",3582374,346,1,"manchester",3981
"3037",3584210,64,NA,"manchester",1468
"3038",3593058,60,NA,"manchester",98
"3039",3629406,4,NA,"manchester",4
"3040",3630915,5,NA,"manchester",5
"3041",3655306,8,NA,"manchester",10
"3042",3662256,6,NA,"manchester",8
"3043",3666920,1,NA,"manchester",1
"3044",3674371,15,NA,"manchester",26
"3045",3687268,3,NA,"manchester",5
"3046",3702030,2,NA,"manchester",4
"3047",3704406,6,NA,"manchester",7
"3048",3729745,6,NA,"manchester",673
"3049",3734077,9,NA,"manchester",10
"3050",3735060,13,2,"manchester",372
"3051",3735896,1,NA,"manchester",135308
"3052",3741772,1,NA,"manchester",1
"3053",3748375,77,2,"manchester",100
"3054",3777514,3,NA,"manchester",7
"3055",3782538,1,NA,"manchester",3
"3056",3783038,1,1,"manchester",5
"3057",3785466,8,NA,"manchester",10
"3058",3805542,1,NA,"manchester",4
"3059",3806735,2,NA,"manchester",3
"3060",3822092,4,NA,"manchester",9
"3061",3826407,7,NA,"manchester",7
"3062",3828331,159,14,"manchester",473
"3063",3830019,1,NA,"manchester",1
"3064",3837268,5071,31,"manchester",11014
"3065",3888545,1,NA,"manchester",11
"3066",3900861,1,NA,"manchester",1665
"3067",3907434,2,1,"manchester",5
"3068",3918144,1,NA,"manchester",22
"3069",3925656,14,NA,"manchester",17
"3070",3930730,164,NA,"manchester",223
"3071",3952372,3,NA,"manchester",14
"3072",3953209,53,NA,"manchester",89
"3073",3959663,37,NA,"manchester",68
"3074",3961407,1,NA,"manchester",5
"3075",3992054,521,82,"manchester",740
"3076",4001810,1,NA,"manchester",27828
"3077",4007051,1,NA,"manchester",70086
"3078",4015439,621,10,"manchester",747
"3079",4015714,747,64,"manchester",104772
"3080",4017082,1,NA,"manchester",1
"3081",4026873,1,NA,"manchester",1
"3082",4039728,1,1,"manchester",6
"3083",4057778,1,NA,"manchester",5
"3084",4068656,22,NA,"manchester",25
"3085",4070455,109,1,"manchester",113
"3086",4070822,2,NA,"manchester",2
"3087",4073973,1,NA,"manchester",2
"3088",4075809,168,NA,"manchester",237
"3089",4078654,119,NA,"manchester",172
"3090",4086590,1,NA,"manchester",92
"3091",4088480,1,NA,"manchester",626
"3092",4096811,2,NA,"manchester",2
"3093",4103438,6,NA,"manchester",10
"3094",4109876,2,NA,"manchester",95
"3095",4114163,27,NA,"manchester",51
"3096",4132875,1,NA,"manchester",32
"3097",4149949,1,NA,"manchester",15
"3098",4154334,1,NA,"manchester",1
"3099",4172827,2,NA,"manchester",2
"3100",4210803,5,NA,"manchester",440195
"3101",4212624,2,NA,"manchester",2
"3102",4217847,1,NA,"manchester",436
"3103",4230664,1,NA,"manchester",22
"3104",4230965,2,NA,"manchester",12
"3105",4239610,2,NA,"manchester",92
"3106",4242208,1,NA,"manchester",2
"3107",4256396,1,NA,"manchester",22
"3108",4260390,2,NA,"manchester",16332
"3109",4264030,1,NA,"manchester",9235
"3110",4265785,1866,1,"manchester",2218
"3111",4270173,1,NA,"manchester",5
"3112",4285367,308,1,"manchester",1626
"3113",4291619,39,NA,"manchester",4118
"3114",4316207,1,NA,"manchester",1
"3115",4317048,49,2,"manchester",118
"3116",4323399,9,NA,"manchester",9
"3117",4337284,48,4,"manchester",113
"3118",4363122,1,NA,"manchester",15873
"3119",4386288,24,NA,"manchester",33
"3120",4390422,10,NA,"manchester",70
"3121",4399955,7,NA,"manchester",8
"3122",4404876,1,NA,"manchester",4
"3123",4409551,15,NA,"manchester",17
"3124",4415367,7,NA,"manchester",7
"3125",4421570,428,NA,"manchester",3293
"3126",4445529,1627,27,"manchester",147031
"3127",4458716,1,1,"manchester",6
"3128",4474374,1,NA,"manchester",1
"3129",4479998,15,NA,"manchester",15
"3130",4497001,57,NA,"manchester",107
"3131",4501971,13,1,"manchester",1389
"3132",4508523,25,NA,"manchester",1124
"3133",4517158,5,NA,"manchester",13
"3134",4537906,12,NA,"manchester",12
"3135",4543415,2,NA,"manchester",11530
"3136",4580446,1,NA,"manchester",1
"3137",4587125,118,6,"manchester",137
"3138",4598206,2855,23,"manchester",4327
"3139",4607797,40,NA,"manchester",40
"3140",4618362,2,NA,"manchester",9
"3141",4626625,28,NA,"manchester",817
"3142",4626766,21,NA,"manchester",11270
"3143",4667746,171,NA,"manchester",174
"3144",4683111,1,NA,"manchester",2
"3145",4689463,8,NA,"manchester",10
"3146",4712032,13,NA,"manchester",795
"3147",4714783,11,NA,"manchester",11
"3148",4736345,13,1,"manchester",13
"3149",4737998,7,NA,"manchester",36
"3150",4742920,9,NA,"manchester",10
"3151",4759727,10,NA,"manchester",16
"3152",4817367,462,NA,"manchester",467
"3153",4820878,11,NA,"manchester",12
"3154",4831400,1,NA,"manchester",1
"3155",4833194,489,15,"manchester",1495
"3156",4834327,1,NA,"manchester",1
"3157",4841912,1,NA,"manchester",1
"3158",4860523,14,1,"manchester",17
"3159",4870999,8,2,"manchester",16
"3160",4872142,13,NA,"manchester",25
"3161",4896183,7,NA,"manchester",25
"3162",4898103,504,3,"manchester",83099
"3163",4902241,1,NA,"manchester",2
"3164",4914866,1,NA,"manchester",1
"3165",4933004,1,NA,"manchester",1
"3166",4939921,1,NA,"manchester",1
"3167",4958285,1,NA,"manchester",40
"3168",4960446,1,NA,"manchester",4
"3169",4968435,4,NA,"manchester",67
"3170",4970467,51,NA,"manchester",121
"3171",4975224,1,NA,"manchester",141
"3172",4977922,85,NA,"manchester",44625
"3173",5006531,2,NA,"manchester",4
"3174",5007892,23,NA,"manchester",51
"3175",5011732,56,NA,"manchester",124
"3176",5014576,18,1,"manchester",19
"3177",5020122,2394,18,"manchester",2833
"3178",5034114,47,NA,"manchester",48
"3179",5049586,1,NA,"manchester",41
"3180",5050518,5,NA,"manchester",5
"3181",5051291,15,12,"manchester",38
"3182",5060422,8,NA,"manchester",15
"3183",5066150,3,3,"manchester",3
"3184",5068832,3,NA,"manchester",121
"3185",5075280,2,NA,"manchester",2
"3186",5085691,1,NA,"manchester",2
"3187",5087593,5,1,"manchester",5
"3188",5103217,3,NA,"manchester",3
"3189",5111492,33,NA,"manchester",35
"3190",5113658,16,NA,"manchester",16
"3191",5129672,1,NA,"manchester",1
"3192",5136392,1,NA,"manchester",1
"3193",5138029,182,1,"manchester",202
"3194",5138085,76,NA,"manchester",141
"3195",5138852,15,NA,"manchester",28
"3196",5141635,13,NA,"manchester",13
"3197",5163502,24,NA,"manchester",24
"3198",5171316,1,NA,"manchester",1
"3199",5177123,1,NA,"manchester",11249
"3200",5179298,17,1,"manchester",55
"3201",5179581,13,NA,"manchester",15
"3202",5181642,57,NA,"manchester",234
"3203",5182011,361,NA,"manchester",557
"3204",5183264,237,NA,"manchester",242
"3205",5185271,57,NA,"manchester",85
"3206",5188437,14,NA,"manchester",16
"3207",5191671,14,NA,"manchester",51
"3208",5192500,102,NA,"manchester",285
"3209",5196346,50,NA,"manchester",53
"3210",5198003,48,NA,"manchester",55
"3211",5200677,12,NA,"manchester",18
"3212",5200927,9,NA,"manchester",9
"3213",5201425,81,1,"manchester",93
"3214",5201871,314,NA,"manchester",320
"3215",5201891,210,NA,"manchester",283
"3216",5202263,18,1,"manchester",20
"3217",5202420,6,NA,"manchester",29
"3218",5202693,3,NA,"manchester",26
"3219",5202757,121,NA,"manchester",131
"3220",5203303,44,NA,"manchester",60
"3221",5206390,209,NA,"manchester",210
"3222",5206448,36,NA,"manchester",37
"3223",5207495,100,NA,"manchester",113
"3224",5208248,13,NA,"manchester",14
"3225",5209800,14,NA,"manchester",30
"3226",5234270,1,NA,"manchester",6
"3227",5243311,5,NA,"manchester",5
"3228",5263943,70,NA,"manchester",93
"3229",5265183,11,NA,"manchester",11
"3230",5278660,45,NA,"manchester",4400
"3231",5282736,10,NA,"manchester",10
"3232",5283320,6,NA,"manchester",7
"3233",5284817,1,1,"manchester",200
"3234",5291519,2,NA,"manchester",3
"3235",5295262,1,NA,"manchester",1
"3236",5308576,1,NA,"manchester",1
"3237",5338836,38,NA,"manchester",39
"3238",5340439,8,NA,"manchester",15
"3239",5348299,6,NA,"manchester",6
"3240",5353863,1,NA,"manchester",6010
"3241",5360824,1,NA,"manchester",29
"3242",5401698,106,4,"manchester",121
"3243",5413963,21,NA,"manchester",21
"3244",5423450,4,NA,"manchester",15
"3245",5424551,63,NA,"manchester",67
"3246",5438682,1,NA,"manchester",1
"3247",5444366,6,NA,"manchester",39
"3248",5452190,1,NA,"manchester",1
"3249",5457374,10,NA,"manchester",11
"3250",5463352,1,NA,"manchester",442
"3251",5478844,56,NA,"manchester",59
"3252",5510988,6,NA,"manchester",7
"3253",5522575,63,NA,"manchester",72
"3254",5523697,12,NA,"manchester",17
"3255",5531871,2,NA,"manchester",2
"3256",5565937,272,NA,"manchester",341
"3257",5566016,1,NA,"manchester",1
"3258",5577793,85,NA,"manchester",137
"3259",5586553,2,NA,"manchester",10
"3260",5587254,260,NA,"manchester",341
"3261",5633277,4,NA,"manchester",34685
"3262",5636819,1229,1,"manchester",135
"3263",5652397,37,1,"manchester",70
"3264",5653973,3,NA,"manchester",63
"3265",5658027,2,NA,"manchester",4
"3266",5660082,69,NA,"manchester",80
"3267",5661784,2,NA,"manchester",3
"3268",5663897,1,NA,"manchester",1
"3269",5666137,163,36,"manchester",196
"3270",5666959,212,NA,"manchester",222
"3271",5667359,115,NA,"manchester",116
"3272",5667707,61,NA,"manchester",68
